rank,name,accuracy,n_features,status,best_kernel,features,n_samples
1,combo_12feat_001,0.6875,12,success,rbf,"nn_count, nn_mean, nn_min, sdnn, sdsd, pnn20, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, lf_peak",880
2,combo_8feat_020,0.6863636363636364,8,success,rbf,"nn_count, nn_mean, nn_min, sdsd, rmssd, pnn20, lf_power, hf_peak",880
3,combo_16feat_021,0.6852272727272727,16,success,rbf,"nn_count, nn_mean, nn_max, sdnn, sdsd, rmssd, pnn20, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
4,combo_4feat_058,0.6818181818181819,4,success,rbf,"nn_min, pnn20, lf_power, hf_norm",880
5,combo_5feat_031,0.6795454545454545,5,success,rbf,"nn_count, sdnn, pnn20, lf_power, lf_norm",880
6,combo_13feat_021,0.678409090909091,13,success,rbf,"nn_count, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, lf_power, hf_power, lf_hf_ratio, hf_norm, ln_hf, hf_peak",880
7,combo_5feat_012,0.6727272727272727,5,success,rbf,"nn_count, sdnn, pnn20, lf_norm, hf_norm",880
8,combo_16feat_001,0.6715909090909091,16,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak",880
9,combo_7feat_024,0.671590909090909,7,success,rbf,"nn_mean, rmssd, pnn50, lf_power, hf_power, lf_hf_ratio, lf_norm",880
10,combo_7feat_012,0.6670454545454546,7,success,rbf,"nn_min, sdsd, pnn50, lf_power, hf_power, lf_hf_ratio, hf_norm",880
11,combo_12feat_021,0.665909090909091,12,success,rbf,"nn_mean, nn_min, nn_max, sdsd, rmssd, pnn20, pnn50, lf_power, hf_power, lf_norm, ln_hf, lf_peak",880
12,combo_13feat_013,0.6636363636363637,13,success,rbf,"nn_count, nn_mean, nn_max, sdnn, rmssd, pnn20, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf",880
13,combo_13feat_008,0.6625,13,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdsd, rmssd, pnn20, triangular_index, lf_power, hf_power, lf_norm, hf_norm, lf_peak",880
14,combo_13feat_019,0.6625,13,success,rbf,"nn_count, nn_mean, nn_max, sdnn, rmssd, pnn20, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, hf_peak",880
15,combo_17feat_016,0.6625,17,success,rbf,"nn_count, nn_mean, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
16,combo_14feat_022,0.6624999999999999,14,success,rbf,"nn_count, nn_min, nn_max, sdnn, rmssd, pnn20, pnn50, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, hf_peak",880
17,combo_4feat_047,0.6602272727272728,4,success,rbf,"nn_min, pnn20, hf_power, hf_norm",880
18,combo_14feat_023,0.6590909090909092,14,success,rbf,"nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, lf_peak",880
19,combo_5feat_048,0.6579545454545455,5,success,rbf,"nn_min, sdnn, pnn50, lf_power, hf_norm",880
20,combo_11feat_004,0.6579545454545455,11,success,rbf,"nn_mean, nn_min, rmssd, pnn20, pnn50, lf_power, hf_power, lf_norm, hf_norm, ln_hf, lf_peak",880
21,combo_12feat_014,0.6579545454545455,12,success,rbf,"nn_count, nn_mean, sdnn, sdsd, rmssd, pnn20, triangular_index, lf_power, lf_norm, hf_norm, ln_hf, hf_peak",880
22,combo_8feat_001,0.6579545454545453,8,success,poly,"sdnn, rmssd, pnn20, lf_power, lf_norm, hf_norm, ln_hf, lf_peak",880
23,combo_7feat_005,0.6556818181818183,7,success,rbf,"nn_count, nn_max, pnn20, triangular_index, lf_power, hf_norm, hf_peak",880
24,combo_11feat_006,0.6556818181818183,11,success,rbf,"nn_count, nn_mean, nn_max, sdnn, pnn20, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak",880
25,combo_6feat_005,0.655681818181818,6,success,rbf,"nn_mean, nn_min, pnn20, hf_power, lf_norm, ln_hf",880
26,combo_6feat_003,0.6545454545454545,6,success,rbf,"nn_mean, sdnn, pnn20, lf_power, lf_hf_ratio, lf_peak",880
27,combo_11feat_008,0.6545454545454545,11,success,rbf,"nn_count, nn_mean, nn_min, sdnn, rmssd, pnn20, lf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf",880
28,combo_17feat_002,0.6522727272727273,17,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, hf_peak",880
29,combo_15feat_006,0.6522727272727272,15,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, rmssd, pnn20, pnn50, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, lf_peak, hf_peak",880
30,combo_12feat_020,0.6511363636363636,12,success,rbf,"nn_min, sdnn, sdsd, rmssd, pnn20, triangular_index, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
31,combo_15feat_019,0.6511363636363636,15,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, triangular_index, lf_power, hf_power, lf_norm, hf_norm, ln_hf, hf_peak",880
32,combo_11feat_014,0.6500000000000001,11,success,rbf,"nn_count, nn_max, sdsd, rmssd, pnn20, triangular_index, lf_power, hf_power, lf_norm, hf_norm, hf_peak",880
33,combo_3feat_026,0.65,3,success,rbf,"nn_mean, pnn20, lf_power",880
34,combo_4feat_100,0.65,4,success,rbf,"pnn20, hf_power, lf_hf_ratio, lf_peak",880
35,combo_4feat_062,0.6488636363636363,4,success,rbf,"rmssd, pnn20, triangular_index, lf_power",880
36,combo_8feat_022,0.6488636363636363,8,success,rbf,"nn_count, nn_max, sdnn, sdsd, rmssd, pnn20, lf_power, lf_hf_ratio",880
37,combo_9feat_003,0.6488636363636363,9,success,rbf,"nn_count, nn_mean, nn_min, nn_max, pnn20, triangular_index, lf_power, hf_norm, ln_hf",880
38,combo_10feat_017,0.6488636363636363,10,success,rbf,"nn_count, nn_min, nn_max, sdsd, pnn20, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_peak",880
39,combo_16feat_020,0.6488636363636363,16,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, hf_peak",880
40,combo_12feat_013,0.6488636363636362,12,success,rbf,"nn_count, nn_mean, nn_min, sdnn, sdsd, rmssd, pnn20, pnn50, lf_power, hf_power, hf_norm, hf_peak",880
41,combo_6feat_012,0.6477272727272727,6,success,rbf,"nn_count, nn_mean, sdnn, pnn20, lf_norm, ln_hf",880
42,combo_5feat_021,0.6465909090909092,5,success,poly,"nn_min, nn_max, lf_norm, ln_hf, lf_peak",880
43,combo_15feat_015,0.6465909090909092,15,success,rbf,"nn_count, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
44,combo_8feat_018,0.6465909090909091,8,success,rbf,"nn_min, nn_max, rmssd, pnn20, lf_power, hf_power, hf_norm, hf_peak",880
45,combo_12feat_015,0.6454545454545455,12,success,rbf,"nn_count, nn_mean, sdnn, rmssd, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, lf_peak",880
46,combo_13feat_016,0.6454545454545455,13,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf",880
47,combo_9feat_010,0.6454545454545454,9,success,rbf,"nn_count, nn_mean, nn_max, sdsd, pnn20, triangular_index, lf_power, lf_norm, hf_norm",880
48,combo_14feat_011,0.6443181818181819,14,success,rbf,"nn_mean, nn_min, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
49,combo_9feat_006,0.6443181818181818,9,success,rbf,"nn_count, nn_min, sdnn, pnn50, lf_power, lf_norm, hf_norm, ln_hf, lf_peak",880
50,combo_10feat_016,0.6443181818181818,10,success,rbf,"nn_count, nn_min, nn_max, sdnn, pnn20, lf_power, hf_power, lf_hf_ratio, ln_hf, hf_peak",880
51,combo_3feat_033,0.6431818181818183,3,success,rbf,"rmssd, pnn20, ln_hf",880
52,combo_15feat_018,0.6431818181818183,15,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, lf_norm, hf_norm, ln_hf, lf_peak",880
53,combo_8feat_008,0.6431818181818182,8,success,rbf,"nn_count, nn_mean, sdsd, pnn20, triangular_index, lf_power, lf_norm, hf_norm",880
54,combo_8feat_017,0.6431818181818182,8,success,rbf,"nn_count, nn_max, rmssd, pnn20, lf_power, lf_hf_ratio, lf_norm, hf_norm",880
55,combo_9feat_023,0.6431818181818182,9,success,rbf,"nn_min, nn_max, sdsd, pnn20, pnn50, hf_power, lf_hf_ratio, hf_norm, ln_hf",880
56,combo_13feat_003,0.6420454545454545,13,success,rbf,"nn_count, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, triangular_index, lf_power, hf_power, lf_norm, hf_norm, hf_peak",880
57,combo_11feat_015,0.6409090909090909,11,success,rbf,"nn_count, nn_mean, nn_min, nn_max, rmssd, pnn20, lf_power, hf_power, lf_norm, hf_norm, hf_peak",880
58,combo_17feat_001,0.6409090909090909,17,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak",880
59,combo_8feat_002,0.6397727272727273,8,success,rbf,"nn_count, nn_mean, rmssd, pnn50, triangular_index, lf_power, hf_power, hf_norm",880
60,combo_9feat_016,0.6386363636363637,9,success,rbf,"nn_mean, nn_min, sdnn, sdsd, pnn20, pnn50, triangular_index, hf_power, lf_norm",880
61,combo_14feat_017,0.6386363636363636,14,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, triangular_index, lf_power, hf_power, lf_hf_ratio, hf_norm, ln_hf",880
62,combo_4feat_015,0.6375,4,success,rbf,"sdsd, pnn20, lf_power, lf_hf_ratio",880
63,combo_12feat_009,0.6375,12,success,rbf,"nn_count, nn_mean, nn_min, nn_max, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_norm, hf_norm, ln_hf",880
64,combo_15feat_010,0.6375,15,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, triangular_index, lf_power, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
65,combo_16feat_012,0.6375,16,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, hf_norm, ln_hf, hf_peak",880
66,combo_11feat_021,0.6363636363636365,11,success,rbf,"nn_count, nn_mean, nn_max, sdnn, sdsd, pnn50, triangular_index, lf_power, lf_hf_ratio, lf_norm, hf_norm",880
67,combo_8feat_021,0.6363636363636364,8,success,poly,"nn_min, rmssd, pnn20, lf_hf_ratio, hf_norm, ln_hf, lf_peak, hf_peak",880
68,combo_15feat_024,0.6363636363636364,15,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, lf_hf_ratio, hf_norm, ln_hf, hf_peak",880
69,combo_16feat_014,0.6363636363636364,16,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak",880
70,combo_3feat_035,0.6352272727272728,3,success,rbf,"nn_count, nn_mean, pnn50",880
71,combo_4feat_081,0.634090909090909,4,success,rbf,"nn_min, sdsd, hf_power, lf_norm",880
72,combo_16feat_016,0.6329545454545455,16,success,rbf,"nn_count, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
73,combo_3feat_011,0.6329545454545454,3,success,rbf,"pnn20, hf_norm, hf_peak",880
74,combo_8feat_014,0.6329545454545454,8,success,rbf,"nn_count, nn_mean, nn_min, sdsd, pnn20, lf_power, lf_hf_ratio, hf_norm",880
75,combo_15feat_023,0.6329545454545454,15,success,rbf,"nn_count, nn_min, nn_max, sdnn, sdsd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, hf_peak",880
76,combo_4feat_008,0.6318181818181818,4,success,rbf,"nn_count, pnn50, lf_power, hf_norm",880
77,combo_9feat_002,0.6318181818181818,9,success,rbf,"nn_count, nn_mean, nn_max, rmssd, pnn50, triangular_index, lf_power, hf_power, hf_norm",880
78,combo_12feat_010,0.6318181818181817,12,success,rbf,"nn_mean, nn_min, nn_max, sdsd, rmssd, pnn20, triangular_index, hf_power, lf_hf_ratio, lf_norm, hf_norm, lf_peak",880
79,combo_10feat_004,0.6306818181818182,10,success,rbf,"nn_count, nn_min, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, lf_hf_ratio, lf_norm",880
80,combo_2feat_027,0.6306818181818181,2,success,rbf,"hf_norm, ln_hf",880
81,combo_6feat_011,0.6295454545454546,6,success,poly,"nn_count, nn_mean, sdnn, triangular_index, lf_norm, lf_peak",880
82,combo_7feat_013,0.6295454545454546,7,success,rbf,"sdnn, rmssd, pnn20, pnn50, hf_power, lf_hf_ratio, hf_norm",880
83,combo_10feat_013,0.6295454545454546,10,success,rbf,"nn_count, nn_mean, nn_min, nn_max, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_norm",880
84,combo_13feat_025,0.6295454545454546,13,success,rbf,"nn_count, nn_min, sdnn, sdsd, pnn20, triangular_index, lf_power, hf_power, lf_hf_ratio, hf_norm, ln_hf, lf_peak, hf_peak",880
85,combo_5feat_010,0.6295454545454545,5,success,rbf,"nn_count, nn_mean, lf_power, hf_norm, lf_peak",880
86,combo_9feat_013,0.6295454545454545,9,success,rbf,"nn_mean, sdnn, pnn20, triangular_index, lf_hf_ratio, lf_norm, hf_norm, lf_peak, hf_peak",880
87,combo_12feat_002,0.6295454545454545,12,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, pnn50, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf",880
88,combo_13feat_023,0.6284090909090909,13,success,rbf,"nn_count, nn_mean, nn_min, sdnn, rmssd, pnn20, lf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
89,combo_13feat_011,0.6284090909090908,13,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, pnn20, pnn50, triangular_index, lf_power, lf_norm, hf_norm, lf_peak",880
90,combo_2feat_042,0.6272727272727273,2,success,rbf,"pnn20, lf_norm",880
91,combo_15feat_016,0.6272727272727273,15,success,rbf,"nn_count, nn_mean, nn_min, sdnn, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, lf_peak, hf_peak",880
92,combo_5feat_029,0.6272727272727272,5,success,rbf,"nn_min, lf_power, lf_hf_ratio, hf_norm, ln_hf",880
93,combo_5feat_038,0.6272727272727272,5,success,rbf,"sdsd, pnn20, lf_power, hf_norm, hf_peak",880
94,combo_7feat_002,0.6272727272727272,7,success,rbf,"nn_count, nn_mean, rmssd, pnn20, lf_power, lf_hf_ratio, ln_hf",880
95,combo_9feat_005,0.6272727272727272,9,success,rbf,"nn_count, nn_max, sdnn, sdsd, rmssd, pnn50, lf_power, hf_power, lf_norm",880
96,combo_15feat_002,0.6272727272727272,15,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, lf_peak, hf_peak",880
97,combo_12feat_025,0.6261363636363637,12,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn50, triangular_index, lf_power, hf_power, hf_norm",880
98,combo_15feat_013,0.6261363636363637,15,success,rbf,"nn_count, nn_mean, sdnn, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
99,combo_4feat_042,0.6261363636363636,4,success,rbf,"nn_count, lf_power, lf_norm, ln_hf",880
100,combo_4feat_084,0.6261363636363636,4,success,rbf,"nn_mean, pnn20, lf_power, lf_hf_ratio",880
101,combo_14feat_008,0.6261363636363636,14,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, rmssd, pnn20, pnn50, lf_power, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
102,combo_2feat_009,0.625,2,success,rbf,"nn_mean, pnn20",880
103,combo_3feat_030,0.625,3,success,rbf,"nn_max, lf_power, lf_peak",880
104,combo_8feat_025,0.625,8,success,rbf,"nn_mean, sdnn, sdsd, rmssd, pnn20, triangular_index, lf_power, lf_hf_ratio",880
105,combo_16feat_023,0.625,16,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, lf_peak",880
106,combo_4feat_007,0.6249999999999999,4,success,rbf,"nn_mean, sdnn, pnn50, hf_norm",880
107,combo_17feat_010,0.6249999999999999,17,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
108,combo_10feat_006,0.6238636363636364,10,success,rbf,"nn_count, nn_min, nn_max, sdsd, rmssd, pnn20, pnn50, lf_power, lf_norm, hf_peak",880
109,combo_5feat_016,0.6238636363636363,5,success,rbf,"nn_count, nn_mean, pnn20, hf_norm, ln_hf",880
110,combo_15feat_004,0.6238636363636363,15,success,rbf,"nn_mean, nn_min, nn_max, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, hf_peak",880
111,combo_5feat_001,0.6227272727272728,5,success,rbf,"nn_count, sdsd, triangular_index, hf_norm, lf_peak",880
112,combo_11feat_024,0.6227272727272727,11,success,rbf,"nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn50, lf_power, hf_power, ln_hf, lf_peak",880
113,combo_8feat_024,0.6215909090909092,8,success,rbf,"nn_min, sdsd, rmssd, pnn20, triangular_index, hf_power, lf_hf_ratio, hf_norm",880
114,combo_13feat_007,0.6215909090909091,13,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdsd, pnn20, pnn50, lf_power, hf_power, lf_hf_ratio, hf_norm, ln_hf, lf_peak",880
115,combo_9feat_011,0.6204545454545455,9,success,rbf,"nn_max, sdnn, sdsd, pnn50, triangular_index, lf_power, lf_hf_ratio, hf_norm, ln_hf",880
116,combo_17feat_012,0.6204545454545455,17,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
117,combo_10feat_020,0.6204545454545454,10,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdsd, pnn20, triangular_index, lf_hf_ratio, lf_norm, lf_peak",880
118,combo_10feat_022,0.6204545454545454,10,success,rbf,"nn_count, nn_min, nn_max, sdnn, sdsd, rmssd, pnn50, lf_power, lf_norm, lf_peak",880
119,combo_12feat_003,0.6204545454545454,12,success,rbf,"nn_count, nn_min, nn_max, sdnn, rmssd, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, lf_peak",880
120,combo_14feat_020,0.6193181818181819,14,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdsd, pnn20, pnn50, triangular_index, lf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak",880
121,combo_15feat_014,0.6193181818181819,15,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, lf_peak, hf_peak",880
122,combo_17feat_013,0.6193181818181819,17,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
123,combo_10feat_021,0.6193181818181818,10,success,rbf,"nn_min, nn_max, sdnn, rmssd, pnn20, pnn50, hf_power, hf_norm, ln_hf, lf_peak",880
124,combo_4feat_067,0.6181818181818182,4,success,rbf,"pnn50, lf_power, lf_hf_ratio, hf_norm",880
125,combo_14feat_010,0.6181818181818182,14,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, pnn20, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, lf_peak, hf_peak",880
126,combo_4feat_090,0.6170454545454546,4,success,rbf,"rmssd, pnn20, lf_norm, hf_norm",880
127,combo_7feat_022,0.6170454545454546,7,success,rbf,"nn_count, nn_max, sdnn, rmssd, pnn20, lf_hf_ratio, ln_hf",880
128,combo_14feat_002,0.6170454545454546,14,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, hf_norm, ln_hf, lf_peak",880
129,combo_5feat_015,0.6170454545454545,5,success,rbf,"pnn20, lf_power, hf_norm, lf_peak, hf_peak",880
130,combo_14feat_021,0.6170454545454545,14,success,rbf,"nn_count, nn_mean, nn_min, nn_max, rmssd, pnn20, pnn50, triangular_index, lf_power, lf_hf_ratio, lf_norm, hf_norm, lf_peak, hf_peak",880
131,combo_17feat_009,0.6170454545454545,17,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
132,combo_14feat_006,0.615909090909091,14,success,rbf,"nn_count, nn_mean, nn_min, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, lf_peak",880
133,combo_16feat_009,0.615909090909091,16,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, hf_peak",880
134,combo_16feat_002,0.6147727272727274,16,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, hf_norm, ln_hf, lf_peak",880
135,combo_9feat_007,0.6147727272727272,9,success,rbf,"nn_count, nn_min, sdnn, sdsd, rmssd, pnn50, lf_hf_ratio, lf_norm, ln_hf",880
136,combo_11feat_002,0.6147727272727272,11,success,rbf,"nn_count, nn_mean, nn_min, sdnn, sdsd, rmssd, pnn50, triangular_index, lf_power, lf_hf_ratio, lf_norm",880
137,combo_14feat_004,0.6147727272727272,14,success,rbf,"nn_min, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
138,combo_14feat_012,0.6147727272727272,14,success,rbf,"nn_min, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, lf_peak, hf_peak",880
139,combo_17feat_015,0.6147727272727272,17,success,rbf,"nn_count, nn_mean, nn_min, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
140,combo_4feat_059,0.6136363636363636,4,success,rbf,"nn_count, sdnn, sdsd, lf_hf_ratio",880
141,combo_12feat_023,0.6136363636363636,12,success,rbf,"nn_mean, nn_min, sdnn, sdsd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_norm, hf_norm, lf_peak",880
142,combo_2feat_013,0.6136363636363635,2,success,rbf,"nn_mean, pnn50",880
143,combo_18feat_001,0.6136363636363635,18,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
144,combo_2feat_024,0.6125,2,success,rbf,"nn_min, lf_power",880
145,combo_15feat_009,0.6125,15,success,rbf,"nn_mean, nn_min, nn_max, sdnn, rmssd, pnn20, pnn50, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
146,combo_16feat_005,0.6125,16,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, lf_peak, hf_peak",880
147,combo_16feat_024,0.6125,16,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, triangular_index, lf_power, hf_power, lf_hf_ratio, hf_norm, ln_hf, lf_peak, hf_peak",880
148,combo_3feat_034,0.6113636363636364,3,success,rbf,"nn_min, sdsd, pnn20",880
149,combo_10feat_001,0.6113636363636364,10,success,rbf,"nn_max, sdnn, pnn20, pnn50, triangular_index, lf_power, lf_hf_ratio, hf_norm, lf_peak, hf_peak",880
150,combo_12feat_004,0.6113636363636364,12,success,rbf,"nn_count, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_norm, lf_peak",880
151,combo_16feat_022,0.6113636363636364,16,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
152,combo_6feat_016,0.6113636363636363,6,success,rbf,"sdnn, pnn20, lf_power, hf_norm, lf_peak, hf_peak",880
153,combo_8feat_010,0.6113636363636363,8,success,rbf,"nn_count, nn_mean, sdnn, rmssd, pnn50, lf_norm, ln_hf, lf_peak",880
154,combo_12feat_007,0.6113636363636363,12,success,rbf,"nn_count, nn_mean, nn_min, sdnn, sdsd, rmssd, pnn50, lf_power, lf_norm, ln_hf, lf_peak, hf_peak",880
155,combo_14feat_014,0.6113636363636363,14,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, pnn20, pnn50, triangular_index, lf_power, lf_hf_ratio, hf_norm, ln_hf, lf_peak",880
156,combo_9feat_014,0.6102272727272728,9,success,rbf,"nn_count, nn_mean, nn_max, sdnn, rmssd, pnn50, lf_norm, ln_hf, lf_peak",880
157,combo_15feat_020,0.6102272727272728,15,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, ln_hf, lf_peak",880
158,combo_3feat_048,0.6102272727272727,3,success,rbf,"nn_min, lf_norm, ln_hf",880
159,combo_5feat_030,0.6102272727272727,5,success,rbf,"nn_count, sdsd, rmssd, pnn20, hf_peak",880
