mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_pca__n_components,param_svm__C,param_svm__kernel,param_svm__gamma,param_svm__coef0,param_svm__degree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.14554822444915771,0.0211124912490034,0.01861865520477295,0.007152168170393143,1,0.01,linear,,,,"{'pca__n_components': 1, 'svm__C': 0.01, 'svm__kernel': 'linear'}",0.5,0.5568181818181818,0.5,0.4431818181818182,0.5,0.48863636363636365,0.5568181818181818,0.5,0.5,0.5,0.5045454545454545,0.030995867493149653,1426
0.09717850685119629,0.044900049407384325,0.017562294006347658,0.010781869985013398,1,0.1,linear,,,,"{'pca__n_components': 1, 'svm__C': 0.1, 'svm__kernel': 'linear'}",0.5,0.5568181818181818,0.5,0.4431818181818182,0.5,0.38636363636363635,0.5568181818181818,0.5,0.5,0.5,0.49431818181818177,0.04719672649385268,1511
0.08040463924407959,0.045684316116588075,0.01131424903869629,0.009670829465774222,1,1.0,linear,,,,"{'pca__n_components': 1, 'svm__C': 1, 'svm__kernel': 'linear'}",0.5,0.5568181818181818,0.5,0.4431818181818182,0.5,0.38636363636363635,0.5568181818181818,0.5,0.5,0.5,0.49431818181818177,0.04719672649385268,1511
0.16634483337402345,0.10829235358198792,0.012138605117797852,0.01038024877557109,1,10.0,linear,,,,"{'pca__n_components': 1, 'svm__C': 10, 'svm__kernel': 'linear'}",0.5,0.5568181818181818,0.5,0.4431818181818182,0.5,0.38636363636363635,0.5568181818181818,0.5,0.5,0.5,0.49431818181818177,0.04719672649385268,1511
0.7622559785842895,0.5187941857333387,0.012669253349304199,0.01408392646592651,1,100.0,linear,,,,"{'pca__n_components': 1, 'svm__C': 100, 'svm__kernel': 'linear'}",0.5,0.5568181818181818,0.5,0.4431818181818182,0.5,0.38636363636363635,0.5454545454545454,0.5,0.5,0.5,0.49318181818181817,0.045794185635477,1514
0.04596076011657715,0.034541714463986524,0.008163738250732421,0.0066312900847337476,2,0.01,linear,,,,"{'pca__n_components': 2, 'svm__C': 0.01, 'svm__kernel': 'linear'}",0.6477272727272727,0.23863636363636365,0.6477272727272727,0.5568181818181818,0.4318181818181818,0.6363636363636364,0.6136363636363636,0.5,0.48863636363636365,0.5681818181818182,0.5329545454545455,0.12052420798637839,1028
0.060776472091674805,0.04717962224335833,0.0100907564163208,0.008895062299354469,2,0.1,linear,,,,"{'pca__n_components': 2, 'svm__C': 0.1, 'svm__kernel': 'linear'}",0.6931818181818182,0.2727272727272727,0.6477272727272727,0.5795454545454546,0.4318181818181818,0.6477272727272727,0.6136363636363636,0.5,0.4772727272727273,0.6363636363636364,0.55,0.12272727272727273,845
0.12530152797698973,0.08578623751448929,0.01584625244140625,0.012907666186910315,2,1.0,linear,,,,"{'pca__n_components': 2, 'svm__C': 1, 'svm__kernel': 'linear'}",0.6818181818181818,0.23863636363636365,0.6477272727272727,0.5795454545454546,0.4318181818181818,0.6477272727272727,0.6136363636363636,0.5,0.48863636363636365,0.6363636363636364,0.5465909090909091,0.1288107154441087,877
0.4494998216629028,0.330362376054014,0.017226409912109376,0.013515016067930668,2,10.0,linear,,,,"{'pca__n_components': 2, 'svm__C': 10, 'svm__kernel': 'linear'}",0.6931818181818182,0.23863636363636365,0.6477272727272727,0.5795454545454546,0.4318181818181818,0.6477272727272727,0.6136363636363636,0.5,0.48863636363636365,0.6363636363636364,0.5477272727272727,0.1300429045538179,862
3.8175820827484133,2.668968771966811,0.013783764839172364,0.010572380705925985,2,100.0,linear,,,,"{'pca__n_components': 2, 'svm__C': 100, 'svm__kernel': 'linear'}",0.6931818181818182,0.23863636363636365,0.6477272727272727,0.5795454545454546,0.4318181818181818,0.6477272727272727,0.6136363636363636,0.5,0.48863636363636365,0.6363636363636364,0.5477272727272727,0.1300429045538179,862
