mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svm__C,param_svm__kernel,param_svm__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.05239424705505371,0.008707525859388702,0.008730769157409668,0.0007408654101983646,10.0,rbf,1,"{'svm__C': 10, 'svm__gamma': 1, 'svm__kernel': 'rbf'}",0.7954545454545454,0.5113636363636364,0.5113636363636364,0.4318181818181818,0.7727272727272727,0.6931818181818182,0.6818181818181818,0.7613636363636364,0.6704545454545454,0.6022727272727273,0.6431818181818183,0.11822551639672682,1
0.04238793849945068,0.0078062110511513405,0.013574576377868653,0.0033727836735254727,0.1,rbf,scale,"{'svm__C': 0.1, 'svm__gamma': 'scale', 'svm__kernel': 'rbf'}",0.6590909090909091,0.5,0.5227272727272727,0.45454545454545453,0.4659090909090909,0.625,0.6590909090909091,0.8181818181818182,0.5909090909090909,0.9090909090909091,0.6204545454545455,0.14204090901817948,2
0.08203282356262206,0.018503307119279014,0.0083632230758667,0.003888444548407406,100.0,rbf,1,"{'svm__C': 100, 'svm__gamma': 1, 'svm__kernel': 'rbf'}",0.6931818181818182,0.5113636363636364,0.5,0.36363636363636365,0.7159090909090909,0.6818181818181818,0.6704545454545454,0.75,0.5909090909090909,0.6363636363636364,0.6113636363636364,0.11406736446663276,3
0.050913238525390626,0.013457347376709328,0.014235591888427735,0.0038068656432287316,0.1,rbf,0.1,"{'svm__C': 0.1, 'svm__gamma': 0.1, 'svm__kernel': 'rbf'}",0.6363636363636364,0.5,0.5568181818181818,0.4772727272727273,0.45454545454545453,0.6022727272727273,0.6704545454545454,0.7159090909090909,0.5795454545454546,0.8977272727272727,0.6090909090909091,0.1249173280332845,4
0.044121170043945314,0.009022410035588143,0.01172330379486084,0.0008306835833204318,10.0,rbf,0.01,"{'svm__C': 10, 'svm__gamma': 0.01, 'svm__kernel': 'rbf'}",0.6590909090909091,0.5,0.5568181818181818,0.5,0.5568181818181818,0.6704545454545454,0.6477272727272727,0.6818181818181818,0.4431818181818182,0.8636363636363636,0.6079545454545454,0.11602601054921668,5
0.09020860195159912,0.016098746465260397,0.009630274772644044,0.006442464630972656,100.0,rbf,scale,"{'svm__C': 100, 'svm__gamma': 'scale', 'svm__kernel': 'rbf'}",0.8181818181818182,0.5681818181818182,0.5,0.4431818181818182,0.6477272727272727,0.8181818181818182,0.6590909090909091,0.5,0.5,0.6136363636363636,0.6068181818181818,0.12502065944977336,6
0.04404160976409912,0.009144432384234822,0.012439322471618653,0.0016313161907523007,1.0,rbf,1,"{'svm__C': 1, 'svm__gamma': 1, 'svm__kernel': 'rbf'}",0.7159090909090909,0.4659090909090909,0.5340909090909091,0.4431818181818182,0.5909090909090909,0.7840909090909091,0.6818181818181818,0.7613636363636364,0.4772727272727273,0.5909090909090909,0.6045454545454546,0.11916115208107572,7
0.04509267807006836,0.003129868607052479,0.011070871353149414,0.0012096034087608067,100.0,rbf,0.01,"{'svm__C': 100, 'svm__gamma': 0.01, 'svm__kernel': 'rbf'}",0.7386363636363636,0.5113636363636364,0.5568181818181818,0.42045454545454547,0.5340909090909091,0.6931818181818182,0.625,0.7840909090909091,0.42045454545454547,0.7272727272727273,0.6011363636363638,0.12535589830426577,8
0.052605175971984865,0.02282308014871995,0.017076683044433594,0.009012611472087692,1.0,rbf,0.1,"{'svm__C': 1, 'svm__gamma': 0.1, 'svm__kernel': 'rbf'}",0.7272727272727273,0.5,0.4772727272727273,0.42045454545454547,0.5454545454545454,0.6704545454545454,0.5795454545454546,0.7840909090909091,0.4431818181818182,0.8068181818181818,0.5954545454545455,0.13524159588010762,9
0.04158828258514404,0.017592224362797185,0.018790626525878908,0.011849291468097567,1.0,rbf,scale,"{'svm__C': 1, 'svm__gamma': 'scale', 'svm__kernel': 'rbf'}",0.7727272727272727,0.5227272727272727,0.5227272727272727,0.3977272727272727,0.5681818181818182,0.6590909090909091,0.5909090909090909,0.7727272727272727,0.36363636363636365,0.7159090909090909,0.5886363636363636,0.13606026860996148,10
0.06590626239776612,0.036262348106477986,0.019699811935424805,0.013645584505981858,1.0,rbf,0.01,"{'svm__C': 1, 'svm__gamma': 0.01, 'svm__kernel': 'rbf'}",0.6136363636363636,0.5,0.48863636363636365,0.5,0.48863636363636365,0.6022727272727273,0.625,0.5340909090909091,0.4772727272727273,0.875,0.5704545454545455,0.11485707971357524,11
0.03676729202270508,0.007220039491748069,0.004265356063842774,0.00043553741694486844,0.1,linear,,"{'svm__C': 0.1, 'svm__kernel': 'linear'}",0.625,0.5113636363636364,0.625,0.4431818181818182,0.42045454545454547,0.6136363636363636,0.5681818181818182,0.5,0.5454545454545454,0.8409090909090909,0.5693181818181817,0.11346009055505082,12
0.05171134471893311,0.010322883678821436,0.016137576103210448,0.004853370787630146,0.1,rbf,0.01,"{'svm__C': 0.1, 'svm__gamma': 0.01, 'svm__kernel': 'rbf'}",0.6022727272727273,0.5,0.6363636363636364,0.4659090909090909,0.5113636363636364,0.5227272727272727,0.6022727272727273,0.5,0.45454545454545453,0.8522727272727273,0.5647727272727273,0.11203992241552131,13
0.04160735607147217,0.0037954625699448694,0.006398344039916992,0.003807604396330727,1.0,linear,,"{'svm__C': 1, 'svm__kernel': 'linear'}",0.6136363636363636,0.5113636363636364,0.625,0.4318181818181818,0.3977272727272727,0.6136363636363636,0.5454545454545454,0.5,0.5454545454545454,0.8409090909090909,0.5624999999999999,0.1174639473439397,14
0.13217535018920898,0.02204031197016451,0.004197120666503906,0.0010664012634194787,10.0,linear,,"{'svm__C': 10, 'svm__kernel': 'linear'}",0.6136363636363636,0.5113636363636364,0.625,0.4318181818181818,0.3977272727272727,0.6136363636363636,0.5340909090909091,0.5,0.5454545454545454,0.8409090909090909,0.5613636363636363,0.11767812241817836,15
0.044350266456604004,0.008181701101379583,0.01384267807006836,0.001273855551607879,0.1,rbf,1,"{'svm__C': 0.1, 'svm__gamma': 1, 'svm__kernel': 'rbf'}",0.5909090909090909,0.5340909090909091,0.5227272727272727,0.36363636363636365,0.5113636363636364,0.6704545454545454,0.625,0.75,0.4090909090909091,0.625,0.5602272727272728,0.11111405241745123,16
0.06976711750030518,0.006614752956709653,0.00989372730255127,0.006276388950850839,100.0,rbf,0.1,"{'svm__C': 100, 'svm__gamma': 0.1, 'svm__kernel': 'rbf'}",0.7954545454545454,0.5568181818181818,0.5,0.375,0.48863636363636365,0.75,0.6363636363636364,0.5,0.4318181818181818,0.5681818181818182,0.5602272727272727,0.12664720471771146,17
0.04751055240631104,0.011134799723272084,0.011029767990112304,0.0012473519904868677,10.0,rbf,0.1,"{'svm__C': 10, 'svm__gamma': 0.1, 'svm__kernel': 'rbf'}",0.7613636363636364,0.5681818181818182,0.5,0.38636363636363635,0.4772727272727273,0.7272727272727273,0.5568181818181818,0.5795454545454546,0.3977272727272727,0.6363636363636364,0.5590909090909091,0.11905273503371631,18
0.04581232070922851,0.011376994454362724,0.012060427665710449,0.008073034755130978,10.0,rbf,scale,"{'svm__C': 10, 'svm__gamma': 'scale', 'svm__kernel': 'rbf'}",0.7045454545454546,0.5568181818181818,0.5113636363636364,0.38636363636363635,0.48863636363636365,0.6931818181818182,0.5909090909090909,0.6363636363636364,0.4090909090909091,0.5454545454545454,0.5522727272727274,0.10267597270978654,19
