combination_name,n_features,features,pca_n_components,component_candidates,best_cv_score,overall_accuracy,auc,f1_score,accuracy_std,auc_std,f1_std,best_params,confusion_matrix
all_features_pca,22,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak, sd1, sd2, sd1_sd2_ratio, dfa",16,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.7,0.7,0.7296074380165288,0.696551724137931,0.11454184698503775,0.15392466650656025,0.10832230785108546,"{'pca_n_components': 16, 'C': 1, 'coef0': 1.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}","[[313 127]
 [137 303]]"
