subject,accuracy,n_samples
bayu,0.7613636363636364,88
desta,0.5909090909090909,88
dewi,0.5,88
esty,0.6363636363636364,88
hilmi,0.7045454545454546,88
irsyad,0.7613636363636364,88
jovita,0.8409090909090909,88
nathan,0.8636363636363636,88
prayogi,0.5568181818181818,88
rizqi,0.6818181818181818,88
