timestamp,heart_rate
2024-10-23 11:22:43,93
2024-10-23 11:22:44,93
2024-10-23 11:22:45,94
2024-10-23 11:22:46,94
2024-10-23 11:22:47,94
2024-10-23 11:22:48,94
2024-10-23 11:22:49,95
2024-10-23 11:22:50,95
2024-10-23 11:22:51,96
2024-10-23 11:22:52,97
2024-10-23 11:22:53,97
2024-10-23 11:22:54,98
2024-10-23 11:22:55,98
2024-10-23 11:22:56,99
2024-10-23 11:22:57,100
2024-10-23 11:22:58,100
2024-10-23 11:22:59,100
2024-10-23 11:23:00,100
2024-10-23 11:23:01,99
2024-10-23 11:23:02,98
2024-10-23 11:23:03,97
2024-10-23 11:23:04,96
2024-10-23 11:23:05,96
2024-10-23 11:23:06,96
2024-10-23 11:23:07,96
2024-10-23 11:23:08,95
2024-10-23 11:23:09,95
2024-10-23 11:23:10,96
2024-10-23 11:23:11,96
2024-10-23 11:23:12,97
2024-10-23 11:23:13,98
2024-10-23 11:23:14,97
2024-10-23 11:23:15,97
2024-10-23 11:23:16,96
2024-10-23 11:23:17,96
2024-10-23 11:23:18,96
2024-10-23 11:23:19,96
2024-10-23 11:23:20,96
2024-10-23 11:23:21,96
2024-10-23 11:23:22,95
2024-10-23 11:23:23,95
2024-10-23 11:23:24,95
2024-10-23 11:23:25,95
2024-10-23 11:23:26,94
2024-10-23 11:23:27,94
2024-10-23 11:23:28,94
2024-10-23 11:23:29,94
2024-10-23 11:23:30,94
2024-10-23 11:23:31,94
2024-10-23 11:23:32,95
2024-10-23 11:23:33,95
2024-10-23 11:23:34,95
2024-10-23 11:23:35,96
2024-10-23 11:23:36,96
2024-10-23 11:23:37,97
2024-10-23 11:23:38,98
2024-10-23 11:23:39,98
2024-10-23 11:23:40,99
2024-10-23 11:23:41,99
2024-10-23 11:23:42,99
2024-10-23 11:23:43,99
2024-10-23 11:23:44,99
2024-10-23 11:23:45,99
2024-10-23 11:23:46,99
2024-10-23 11:23:47,99
2024-10-23 11:23:48,98
2024-10-23 11:23:49,97
2024-10-23 11:23:50,96
2024-10-23 11:23:51,95
2024-10-23 11:23:52,94
2024-10-23 11:23:53,92
2024-10-23 11:23:54,92
2024-10-23 11:23:55,91
2024-10-23 11:23:56,92
2024-10-23 11:23:57,92
2024-10-23 11:23:58,93
2024-10-23 11:23:59,94
2024-10-23 11:24:00,94
2024-10-23 11:24:01,95
2024-10-23 11:24:02,96
2024-10-23 11:24:03,96
2024-10-23 11:24:04,96
2024-10-23 11:24:05,97
2024-10-23 11:24:06,97
2024-10-23 11:24:07,97
2024-10-23 11:24:08,97
2024-10-23 11:24:09,97
2024-10-23 11:24:10,97
2024-10-23 11:24:11,97
2024-10-23 11:24:12,97
2024-10-23 11:24:13,97
2024-10-23 11:24:14,97
2024-10-23 11:24:15,97
2024-10-23 11:24:16,97
2024-10-23 11:24:17,97
2024-10-23 11:24:18,97
2024-10-23 11:24:19,97
2024-10-23 11:24:20,97
2024-10-23 11:24:21,96
2024-10-23 11:24:22,96
2024-10-23 11:24:23,96
2024-10-23 11:24:24,96
2024-10-23 11:24:25,95
2024-10-23 11:24:26,94
2024-10-23 11:24:27,94
2024-10-23 11:24:28,93
2024-10-23 11:24:29,93
2024-10-23 11:24:30,93
2024-10-23 11:24:31,93
2024-10-23 11:24:32,93
2024-10-23 11:24:33,93
2024-10-23 11:24:34,93
2024-10-23 11:24:35,93
2024-10-23 11:24:36,93
2024-10-23 11:24:37,93
2024-10-23 11:24:38,93
2024-10-23 11:24:39,93
2024-10-23 11:24:40,93
2024-10-23 11:24:41,94
2024-10-23 11:24:42,94
2024-10-23 11:24:43,94
2024-10-23 11:24:44,94
2024-10-23 11:24:45,95
2024-10-23 11:24:46,95
2024-10-23 11:24:47,95
2024-10-23 11:24:48,95
2024-10-23 11:24:49,95
2024-10-23 11:24:50,95
2024-10-23 11:24:51,95
2024-10-23 11:24:52,94
2024-10-23 11:24:53,94
2024-10-23 11:24:54,94
2024-10-23 11:24:55,95
2024-10-23 11:24:56,95
2024-10-23 11:24:57,96
2024-10-23 11:24:58,95
2024-10-23 11:24:59,95
2024-10-23 11:25:00,94
2024-10-23 11:25:01,94
2024-10-23 11:25:02,93
2024-10-23 11:25:03,93
2024-10-23 11:25:04,94
2024-10-23 11:25:05,94
2024-10-23 11:25:06,95
2024-10-23 11:25:07,96
2024-10-23 11:25:08,97
2024-10-23 11:25:09,97
2024-10-23 11:25:10,98
2024-10-23 11:25:11,98
2024-10-23 11:25:12,99
2024-10-23 11:25:13,99
2024-10-23 11:25:14,99
2024-10-23 11:25:15,99
2024-10-23 11:25:16,99
2024-10-23 11:25:17,99
2024-10-23 11:25:18,99
2024-10-23 11:25:19,98
2024-10-23 11:25:20,97
2024-10-23 11:25:21,96
2024-10-23 11:25:22,96
2024-10-23 11:25:23,96
2024-10-23 11:25:24,96
2024-10-23 11:25:25,96
2024-10-23 11:25:26,96
2024-10-23 11:25:27,96
2024-10-23 11:25:28,96
2024-10-23 11:25:29,96
2024-10-23 11:25:30,96
2024-10-23 11:25:31,96
2024-10-23 11:25:32,96
2024-10-23 11:25:33,96
2024-10-23 11:25:34,96
2024-10-23 11:25:35,97
2024-10-23 11:25:36,96
2024-10-23 11:25:37,95
2024-10-23 11:25:38,94
2024-10-23 11:25:39,93
2024-10-23 11:25:40,93
2024-10-23 11:25:41,93
2024-10-23 11:25:42,92
2024-10-23 11:25:43,93
2024-10-23 11:25:44,94
2024-10-23 11:25:45,95
2024-10-23 11:25:46,95
2024-10-23 11:25:47,95
2024-10-23 11:25:48,95
2024-10-23 11:25:49,94
2024-10-23 11:25:50,93
2024-10-23 11:25:51,93
2024-10-23 11:25:52,93
2024-10-23 11:25:53,93
2024-10-23 11:25:54,93
2024-10-23 11:25:55,93
2024-10-23 11:25:56,94
2024-10-23 11:25:57,95
2024-10-23 11:25:58,95
2024-10-23 11:25:59,96
2024-10-23 11:26:00,97
2024-10-23 11:26:01,98
2024-10-23 11:26:02,99
2024-10-23 11:26:03,99
2024-10-23 11:26:04,99
2024-10-23 11:26:05,99
2024-10-23 11:26:06,98
2024-10-23 11:26:07,98
2024-10-23 11:26:08,98
2024-10-23 11:26:09,97
2024-10-23 11:26:10,97
2024-10-23 11:26:11,96
2024-10-23 11:26:12,95
2024-10-23 11:26:13,95
2024-10-23 11:26:14,94
2024-10-23 11:26:15,94
2024-10-23 11:26:16,94
2024-10-23 11:26:17,94
2024-10-23 11:26:18,94
2024-10-23 11:26:19,95
2024-10-23 11:26:20,96
2024-10-23 11:26:21,97
2024-10-23 11:26:22,98
2024-10-23 11:26:23,98
2024-10-23 11:26:24,99
2024-10-23 11:26:25,99
2024-10-23 11:26:26,99
2024-10-23 11:26:27,99
2024-10-23 11:26:28,99
2024-10-23 11:26:29,99
2024-10-23 11:26:30,99
2024-10-23 11:26:31,98
2024-10-23 11:26:32,98
2024-10-23 11:26:33,98
2024-10-23 11:26:34,98
2024-10-23 11:26:35,98
2024-10-23 11:26:36,98
2024-10-23 11:26:37,98
2024-10-23 11:26:38,98
2024-10-23 11:26:39,97
2024-10-23 11:26:40,96
2024-10-23 11:26:41,95
2024-10-23 11:26:42,94
2024-10-23 11:26:43,93
2024-10-23 11:26:44,93
2024-10-23 11:26:45,92
2024-10-23 11:26:46,91
2024-10-23 11:26:47,91
2024-10-23 11:26:48,91
2024-10-23 11:26:49,91
2024-10-23 11:26:50,92
2024-10-23 11:26:51,92
2024-10-23 11:26:52,93
2024-10-23 11:26:53,94
2024-10-23 11:26:54,94
2024-10-23 11:26:55,94
2024-10-23 11:26:56,94
2024-10-23 11:26:57,94
2024-10-23 11:26:58,93
2024-10-23 11:26:59,93
2024-10-23 11:27:00,93
2024-10-23 11:27:01,93
2024-10-23 11:27:02,94
2024-10-23 11:27:03,94
2024-10-23 11:27:04,94
2024-10-23 11:27:05,93
2024-10-23 11:27:06,93
2024-10-23 11:27:07,93
2024-10-23 11:27:08,94
2024-10-23 11:27:09,94
2024-10-23 11:27:10,94
2024-10-23 11:27:11,94
2024-10-23 11:27:12,95
2024-10-23 11:27:13,96
2024-10-23 11:27:14,96
2024-10-23 11:27:15,97
2024-10-23 11:27:16,98
2024-10-23 11:27:17,99
2024-10-23 11:27:18,100
2024-10-23 11:27:19,101
2024-10-23 11:27:20,102
2024-10-23 11:27:21,102
2024-10-23 11:27:22,103
2024-10-23 11:27:23,104
2024-10-23 11:27:24,104
2024-10-23 11:27:25,104
2024-10-23 11:27:26,103
2024-10-23 11:27:27,103
2024-10-23 11:27:28,102
2024-10-23 11:27:29,101
2024-10-23 11:27:30,100
2024-10-23 11:27:31,100
2024-10-23 11:27:32,99
2024-10-23 11:27:33,98
2024-10-23 11:27:34,97
2024-10-23 11:27:35,96
2024-10-23 11:27:36,95
2024-10-23 11:27:37,94
2024-10-23 11:27:38,93
2024-10-23 11:27:39,93
2024-10-23 11:27:40,93
2024-10-23 11:27:41,93
2024-10-23 11:27:42,93
2024-10-23 11:27:43,93
2024-10-23 11:27:44,93
2024-10-23 11:27:45,93
2024-10-23 11:27:46,93
2024-10-23 11:27:47,94
2024-10-23 11:27:48,94
2024-10-23 11:27:49,94
2024-10-23 11:27:50,95
2024-10-23 11:27:51,95
2024-10-23 11:27:52,95
2024-10-23 11:27:53,96
2024-10-23 11:27:54,96
2024-10-23 11:27:55,95
2024-10-23 11:27:56,95
2024-10-23 11:27:57,94
2024-10-23 11:27:58,94
2024-10-23 11:27:59,94
2024-10-23 11:28:00,94
2024-10-23 11:28:01,94
2024-10-23 11:28:02,94
2024-10-23 11:28:03,94
2024-10-23 11:28:04,94
2024-10-23 11:28:05,94
2024-10-23 11:28:06,94
2024-10-23 11:28:07,94
2024-10-23 11:28:08,94
2024-10-23 11:28:09,94
2024-10-23 11:28:10,95
2024-10-23 11:28:11,95
2024-10-23 11:28:12,96
2024-10-23 11:28:13,96
2024-10-23 11:28:14,97
2024-10-23 11:28:15,97
2024-10-23 11:28:16,98
2024-10-23 11:28:17,98
2024-10-23 11:28:18,98
2024-10-23 11:28:19,98
2024-10-23 11:28:20,98
2024-10-23 11:28:21,98
2024-10-23 11:28:22,97
2024-10-23 11:28:23,97
2024-10-23 11:28:24,97
2024-10-23 11:28:25,98
2024-10-23 11:28:26,99
2024-10-23 11:28:27,99
2024-10-23 11:28:28,100
2024-10-23 11:28:29,100
2024-10-23 11:28:30,99
2024-10-23 11:28:31,98
2024-10-23 11:28:32,98
2024-10-23 11:28:33,98
2024-10-23 11:28:34,98
2024-10-23 11:28:35,98
2024-10-23 11:28:36,98
2024-10-23 11:28:37,98
2024-10-23 11:28:38,98
2024-10-23 11:28:39,98
2024-10-23 11:28:40,97
2024-10-23 11:28:41,97
2024-10-23 11:28:42,96
2024-10-23 11:28:43,96
2024-10-23 11:28:44,97
2024-10-23 11:28:45,97
2024-10-23 11:28:46,98
2024-10-23 11:28:47,99
2024-10-23 11:28:48,99
2024-10-23 11:28:49,100
2024-10-23 11:28:50,100
2024-10-23 11:28:51,100
2024-10-23 11:28:52,100
2024-10-23 11:28:53,100
2024-10-23 11:28:54,100
2024-10-23 11:28:55,100
2024-10-23 11:28:56,99
2024-10-23 11:28:57,99
2024-10-23 11:28:58,99
2024-10-23 11:28:59,99
2024-10-23 11:29:00,99
2024-10-23 11:29:01,99
2024-10-23 11:29:02,98
2024-10-23 11:29:03,97
2024-10-23 11:29:04,97
2024-10-23 11:29:05,96
2024-10-23 11:29:06,97
2024-10-23 11:29:07,98
2024-10-23 11:29:08,98
2024-10-23 11:29:09,99
2024-10-23 11:29:10,98
2024-10-23 11:29:11,98
2024-10-23 11:29:12,97
2024-10-23 11:29:13,97
2024-10-23 11:29:14,96
2024-10-23 11:29:15,96
2024-10-23 11:29:16,96
2024-10-23 11:29:17,95
2024-10-23 11:29:18,96
2024-10-23 11:29:19,96
2024-10-23 11:29:20,96
2024-10-23 11:29:21,96
2024-10-23 11:29:22,96
2024-10-23 11:29:23,96
2024-10-23 11:29:24,96
2024-10-23 11:29:25,96
2024-10-23 11:29:26,96
2024-10-23 11:29:27,97
2024-10-23 11:29:28,97
2024-10-23 11:29:29,97
2024-10-23 11:29:30,96
2024-10-23 11:29:31,96
2024-10-23 11:29:32,95
2024-10-23 11:29:33,95
2024-10-23 11:29:34,94
2024-10-23 11:29:35,94
2024-10-23 11:29:36,95
2024-10-23 11:29:37,95
2024-10-23 11:29:38,95
2024-10-23 11:29:39,95
2024-10-23 11:29:40,95
2024-10-23 11:29:41,95
2024-10-23 11:29:42,95
2024-10-23 11:29:43,95
2024-10-23 11:29:44,95
2024-10-23 11:29:45,95
2024-10-23 11:29:46,94
2024-10-23 11:29:47,93
2024-10-23 11:29:48,93
2024-10-23 11:29:49,92
2024-10-23 11:29:50,92
2024-10-23 11:29:51,93
2024-10-23 11:29:52,94
2024-10-23 11:29:53,94
2024-10-23 11:29:54,96
2024-10-23 11:29:55,97
2024-10-23 11:29:56,97
2024-10-23 11:29:57,97
2024-10-23 11:29:58,97
2024-10-23 11:29:59,97
2024-10-23 11:30:00,97
2024-10-23 11:30:01,97
2024-10-23 11:30:02,97
2024-10-23 11:30:03,97
2024-10-23 11:30:04,97
2024-10-23 11:30:05,97
2024-10-23 11:30:06,97
2024-10-23 11:30:07,97
2024-10-23 11:30:08,96
2024-10-23 11:30:09,96
2024-10-23 11:30:10,95
2024-10-23 11:30:11,95
2024-10-23 11:30:12,95
2024-10-23 11:30:13,95
2024-10-23 11:30:14,95
2024-10-23 11:30:15,95
2024-10-23 11:30:16,94
2024-10-23 11:30:17,94
2024-10-23 11:30:18,94
2024-10-23 11:30:19,93
2024-10-23 11:30:20,93
2024-10-23 11:30:21,93
2024-10-23 11:30:22,93
2024-10-23 11:30:23,93
2024-10-23 11:30:24,93
2024-10-23 11:30:25,93
2024-10-23 11:30:26,93
2024-10-23 11:30:27,93
2024-10-23 11:30:28,94
2024-10-23 11:30:29,94
2024-10-23 11:30:30,94
2024-10-23 11:30:31,94
2024-10-23 11:30:32,93
2024-10-23 11:30:33,93
2024-10-23 11:30:34,93
2024-10-23 11:30:35,92
2024-10-23 11:30:36,92
2024-10-23 11:30:37,91
2024-10-23 11:30:38,91
2024-10-23 11:30:39,91
2024-10-23 11:30:40,91
2024-10-23 11:30:41,91
2024-10-23 11:30:42,91
2024-10-23 11:30:43,91
2024-10-23 11:30:44,91
2024-10-23 11:30:45,91
2024-10-23 11:30:46,92
2024-10-23 11:30:47,92
2024-10-23 11:30:48,92
2024-10-23 11:30:49,93
2024-10-23 11:30:50,95
2024-10-23 11:30:51,96
2024-10-23 11:30:52,98
2024-10-23 11:30:53,99
2024-10-23 11:30:54,99
