timestamp,heart_rate
2024-10-31 12:48:43,76
2024-10-31 12:48:44,77
2024-10-31 12:48:45,78
2024-10-31 12:48:46,78
2024-10-31 12:48:47,78
2024-10-31 12:48:48,79
2024-10-31 12:48:49,79
2024-10-31 12:48:50,79
2024-10-31 12:48:51,79
2024-10-31 12:48:52,79
2024-10-31 12:48:53,79
2024-10-31 12:48:54,78
2024-10-31 12:48:55,78
2024-10-31 12:48:56,77
2024-10-31 12:48:57,77
2024-10-31 12:48:58,77
2024-10-31 12:48:59,76
2024-10-31 12:49:00,75
2024-10-31 12:49:01,75
2024-10-31 12:49:02,74
2024-10-31 12:49:03,73
2024-10-31 12:49:04,73
2024-10-31 12:49:05,72
2024-10-31 12:49:06,72
2024-10-31 12:49:07,72
2024-10-31 12:49:08,72
2024-10-31 12:49:09,72
2024-10-31 12:49:10,72
2024-10-31 12:49:11,72
2024-10-31 12:49:12,72
2024-10-31 12:49:13,72
2024-10-31 12:49:14,72
2024-10-31 12:49:15,71
2024-10-31 12:49:16,71
2024-10-31 12:49:17,71
2024-10-31 12:49:18,72
2024-10-31 12:49:19,72
2024-10-31 12:49:20,73
2024-10-31 12:49:21,73
2024-10-31 12:49:22,75
2024-10-31 12:49:23,76
2024-10-31 12:49:24,77
2024-10-31 12:49:25,78
2024-10-31 12:49:26,79
2024-10-31 12:49:27,80
2024-10-31 12:49:28,80
2024-10-31 12:49:29,80
2024-10-31 12:49:30,79
2024-10-31 12:49:31,78
2024-10-31 12:49:32,77
2024-10-31 12:49:33,76
2024-10-31 12:49:34,76
2024-10-31 12:49:35,76
2024-10-31 12:49:36,76
2024-10-31 12:49:37,77
2024-10-31 12:49:38,77
2024-10-31 12:49:39,77
2024-10-31 12:49:40,77
2024-10-31 12:49:41,76
2024-10-31 12:49:42,75
2024-10-31 12:49:43,75
2024-10-31 12:49:44,74
2024-10-31 12:49:45,74
2024-10-31 12:49:46,74
2024-10-31 12:49:47,74
2024-10-31 12:49:48,74
2024-10-31 12:49:49,73
2024-10-31 12:49:50,73
2024-10-31 12:49:51,74
2024-10-31 12:49:52,74
2024-10-31 12:49:53,74
2024-10-31 12:49:54,75
2024-10-31 12:49:55,75
2024-10-31 12:49:56,76
2024-10-31 12:49:57,77
2024-10-31 12:49:58,78
2024-10-31 12:49:59,79
2024-10-31 12:50:00,80
2024-10-31 12:50:01,82
2024-10-31 12:50:02,83
2024-10-31 12:50:03,84
2024-10-31 12:50:04,85
2024-10-31 12:50:05,85
2024-10-31 12:50:06,85
2024-10-31 12:50:07,85
2024-10-31 12:50:08,85
2024-10-31 12:50:09,85
2024-10-31 12:50:10,86
2024-10-31 12:50:11,86
2024-10-31 12:50:12,88
2024-10-31 12:50:13,89
2024-10-31 12:50:14,89
2024-10-31 12:50:15,89
2024-10-31 12:50:16,87
2024-10-31 12:50:17,86
2024-10-31 12:50:18,84
2024-10-31 12:50:19,83
2024-10-31 12:50:20,81
2024-10-31 12:50:21,80
2024-10-31 12:50:22,79
2024-10-31 12:50:23,78
2024-10-31 12:50:24,77
2024-10-31 12:50:25,76
2024-10-31 12:50:26,75
2024-10-31 12:50:27,74
2024-10-31 12:50:28,75
2024-10-31 12:50:29,76
2024-10-31 12:50:30,76
