timestamp,sender,data
2024-10-31 12:36:48,00002a37-0000-1000-8000-00805f9b34fb (Handle: 39): Heart Rate Measurement,bytearray(b'\x00a')
2024-10-31 12:36:49,00002a37-0000-1000-8000-00805f9b34fb (Handle: 39): Heart Rate Measurement,bytearray(b'\x00b')
2024-10-31 12:36:50,00002a37-0000-1000-8000-00805f9b34fb (Handle: 39): Heart Rate Measurement,bytearray(b'\x00c')
2024-10-31 12:36:51,00002a37-0000-1000-8000-00805f9b34fb (Handle: 39): Heart Rate Measurement,bytearray(b'\x00d')
2024-10-31 12:36:52,00002a37-0000-1000-8000-00805f9b34fb (Handle: 39): Heart Rate Measurement,bytearray(b'\x00d')
2024-10-31 12:36:53,00002a37-0000-1000-8000-00805f9b34fb (Handle: 39): Heart Rate Measurement,bytearray(b'\x00d')
2024-10-31 12:36:54,00002a37-0000-1000-8000-00805f9b34fb (Handle: 39): Heart Rate Measurement,bytearray(b'\x00c')
2024-10-31 12:36:55,00002a37-0000-1000-8000-00805f9b34fb (Handle: 39): Heart Rate Measurement,bytearray(b'\x00c')
2024-10-31 12:36:56,00002a37-0000-1000-8000-00805f9b34fb (Handle: 39): Heart Rate Measurement,bytearray(b'\x00b')
2024-10-31 12:36:57,00002a37-0000-1000-8000-00805f9b34fb (Handle: 39): Heart Rate Measurement,bytearray(b'\x00b')
2024-10-31 12:36:58,00002a37-0000-1000-8000-00805f9b34fb (Handle: 39): Heart Rate Measurement,bytearray(b'\x00b')
2024-10-31 12:36:59,00002a37-0000-1000-8000-00805f9b34fb (Handle: 39): Heart Rate Measurement,bytearray(b'\x00b')
2024-10-31 12:37:00,00002a37-0000-1000-8000-00805f9b34fb (Handle: 39): Heart Rate Measurement,bytearray(b'\x00b')
2024-10-31 12:37:01,00002a37-0000-1000-8000-00805f9b34fb (Handle: 39): Heart Rate Measurement,bytearray(b'\x00b')
2024-10-31 12:37:02,00002a37-0000-1000-8000-00805f9b34fb (Handle: 39): Heart Rate Measurement,bytearray(b'\x00a')
2024-10-31 12:37:03,00002a37-0000-1000-8000-00805f9b34fb (Handle: 39): Heart Rate Measurement,bytearray(b'\x00a')
2024-10-31 12:37:04,00002a37-0000-1000-8000-00805f9b34fb (Handle: 39): Heart Rate Measurement,bytearray(b'\x00a')
2024-10-31 12:37:05,00002a37-0000-1000-8000-00805f9b34fb (Handle: 39): Heart Rate Measurement,bytearray(b'\x00`')
2024-10-31 12:37:06,00002a37-0000-1000-8000-00805f9b34fb (Handle: 39): Heart Rate Measurement,bytearray(b'\x00a')
2024-10-31 12:37:07,00002a37-0000-1000-8000-00805f9b34fb (Handle: 39): Heart Rate Measurement,bytearray(b'\x00a')
