timestamp,heart_rate
2025-05-28 11:51:16,96
2025-05-28 11:51:18,96
2025-05-28 11:51:18,96
2025-05-28 11:51:20,96
2025-05-28 11:51:21,96
2025-05-28 11:51:21,95
2025-05-28 11:51:22,95
2025-05-28 11:51:23,95
2025-05-28 11:51:24,94
2025-05-28 11:51:25,94
2025-05-28 11:51:26,94
2025-05-28 11:51:27,94
2025-05-28 11:51:29,94
2025-05-28 11:51:29,95
2025-05-28 11:51:30,95
2025-05-28 11:51:31,96
2025-05-28 11:51:32,97
2025-05-28 11:51:33,97
2025-05-28 11:51:34,98
2025-05-28 11:51:35,98
2025-05-28 11:51:36,99
2025-05-28 11:51:37,99
2025-05-28 11:51:38,98
2025-05-28 11:51:39,98
2025-05-28 11:51:40,97
2025-05-28 11:51:41,97
2025-05-28 11:51:42,97
2025-05-28 11:51:43,97
2025-05-28 11:51:44,98
2025-05-28 11:51:45,98
2025-05-28 11:51:46,99
2025-05-28 11:51:47,100
2025-05-28 11:51:49,100
2025-05-28 11:51:49,99
2025-05-28 11:51:50,99
2025-05-28 11:51:51,98
2025-05-28 11:51:53,98
2025-05-28 11:51:53,98
2025-05-28 11:51:55,98
2025-05-28 11:51:55,98
2025-05-28 11:51:56,98
2025-05-28 11:51:57,98
2025-05-28 11:51:58,98
2025-05-28 11:51:59,98
2025-05-28 11:52:00,98
2025-05-28 11:52:01,98
2025-05-28 11:52:02,98
2025-05-28 11:52:03,98
2025-05-28 11:52:04,98
2025-05-28 11:52:05,97
2025-05-28 11:52:06,98
2025-05-28 11:52:07,98
2025-05-28 11:52:08,98
2025-05-28 11:52:09,98
2025-05-28 11:52:10,98
2025-05-28 11:52:11,98
2025-05-28 11:52:12,99
2025-05-28 11:52:13,99
2025-05-28 11:52:14,101
2025-05-28 11:52:15,102
2025-05-28 11:52:16,104
2025-05-28 11:52:17,106
2025-05-28 11:52:18,107
2025-05-28 11:52:20,107
2025-05-28 11:52:20,108
2025-05-28 11:52:21,108
2025-05-28 11:52:22,108
2025-05-28 11:52:23,108
2025-05-28 11:52:24,108
2025-05-28 11:52:25,108
2025-05-28 11:52:26,107
2025-05-28 11:52:28,107
2025-05-28 11:52:28,107
2025-05-28 11:52:29,106
2025-05-28 11:52:30,106
2025-05-28 11:52:32,106
2025-05-28 11:52:32,106
2025-05-28 11:52:33,106
2025-05-28 11:52:34,106
2025-05-28 11:52:35,106
2025-05-28 11:52:36,106
2025-05-28 11:52:38,106
2025-05-28 11:52:38,105
2025-05-28 11:52:39,105
2025-05-28 11:52:40,103
2025-05-28 11:52:41,102
2025-05-28 11:52:42,103
2025-05-28 11:52:44,103
2025-05-28 11:52:44,103
2025-05-28 11:52:45,103
2025-05-28 11:52:46,104
2025-05-28 11:52:47,104
2025-05-28 11:52:48,104
2025-05-28 11:52:49,104
2025-05-28 11:52:50,104
2025-05-28 11:52:51,105
2025-05-28 11:52:52,105
