Phone timestamp;sensor timestamp [ns];channel 0;channel 1;channel 2;ambient
2025-06-13T16:50:00.012;803123402094667264;-317161;-360752;-370977;-502728;
2025-06-13T16:50:00.030;803123402112924928;-317034;-360735;-370967;-502681;
2025-06-13T16:50:00.049;803123402131182592;-316995;-360651;-370935;-502702;
2025-06-13T16:50:00.067;803123402149440256;-316968;-360715;-370972;-502750;
2025-06-13T16:50:00.085;803123402167697920;-316893;-360646;-370937;-502740;
2025-06-13T16:50:00.103;803123402185955584;-316966;-360666;-370866;-502733;
2025-06-13T16:50:00.122;803123402204213248;-317020;-360709;-370958;-502752;
2025-06-13T16:50:00.140;803123402222470784;-316943;-360640;-370929;-502704;
2025-06-13T16:50:00.158;803123402240728448;-316978;-360650;-370925;-502808;
2025-06-13T16:50:00.176;803123402258986112;-316873;-360601;-370910;-502750;
2025-06-13T16:50:00.195;803123402277243776;-316847;-360578;-370887;-502696;
2025-06-13T16:50:00.213;803123402295501440;-316857;-360601;-370901;-502745;
2025-06-13T16:50:00.231;803123402313759097;-316734;-360488;-370782;-502732;
2025-06-13T16:50:00.249;803123402332017024;-316691;-360345;-370715;-502661;
2025-06-13T16:50:00.268;803123402350274944;-316615;-360320;-370703;-502758;
2025-06-13T16:50:00.286;803123402368532736;-316561;-360234;-370614;-502715;
2025-06-13T16:50:00.304;803123402386790656;-316414;-360141;-370499;-502661;
2025-06-13T16:50:00.323;803123402405048448;-316257;-360055;-370444;-502712;
2025-06-13T16:50:00.341;803123402423306368;-316194;-360021;-370370;-502796;
2025-06-13T16:50:00.359;803123402441564160;-316052;-359889;-370248;-502744;
2025-06-13T16:50:00.377;803123402459822080;-315970;-359773;-370162;-502671;
2025-06-13T16:50:00.396;803123402478080000;-315881;-359698;-370091;-502707;
2025-06-13T16:50:00.414;803123402496337792;-316039;-359860;-370208;-502739;
2025-06-13T16:50:00.432;803123402514595712;-316236;-360072;-370381;-502707;
2025-06-13T16:50:00.450;803123402532853504;-316576;-360295;-370610;-502653;
2025-06-13T16:50:00.469;803123402551111424;-317029;-360660;-370912;-502683;
2025-06-13T16:50:00.487;803123402569369216;-317418;-360928;-371137;-502724;
2025-06-13T16:50:00.505;803123402587627136;-317816;-361268;-371396;-502734;
2025-06-13T16:50:00.523;803123402605885056;-317919;-361362;-371541;-502699;
2025-06-13T16:50:00.542;803123402624142848;-318174;-361538;-371673;-502703;
2025-06-13T16:50:00.560;803123402642400768;-318308;-361637;-371730;-502704;
2025-06-13T16:50:00.578;803123402660658560;-318401;-361788;-371780;-502690;
2025-06-13T16:50:00.596;803123402678916480;-318530;-361823;-371840;-502677;
2025-06-13T16:50:00.615;803123402697174400;-318537;-361779;-371797;-502628;
2025-06-13T16:50:00.633;803123402715432192;-318608;-361788;-371813;-502654;
2025-06-13T16:50:00.651;803123402733690112;-318589;-361804;-371784;-502643;
2025-06-13T16:50:00.669;803123402751947904;-318591;-361832;-371829;-502679;
2025-06-13T16:50:00.688;803123402770205824;-318612;-361845;-371750;-502593;
2025-06-13T16:50:00.706;803123402788463616;-318497;-361771;-371720;-502572;
2025-06-13T16:50:00.724;803123402806721536;-318552;-361755;-371710;-502670;
2025-06-13T16:50:00.742;803123402824979456;-318552;-361793;-371713;-502696;
2025-06-13T16:50:00.761;803123402843237248;-318466;-361808;-371700;-502639;
2025-06-13T16:50:00.779;803123402861495168;-318476;-361788;-371724;-502642;
2025-06-13T16:50:00.797;803123402879752960;-318478;-361701;-371661;-502657;
2025-06-13T16:50:00.815;803123402898010880;-318389;-361672;-371590;-502628;
2025-06-13T16:50:00.834;803123402916268672;-318382;-361569;-371553;-502706;
2025-06-13T16:50:00.852;803123402934526592;-318264;-361500;-371516;-502656;
2025-06-13T16:50:00.870;803123402952784512;-318152;-361465;-371424;-502659;
2025-06-13T16:50:00.889;803123402971042304;-318076;-361376;-371365;-502632;
2025-06-13T16:50:00.907;803123402989300224;-318042;-361320;-371268;-502670;
2025-06-13T16:50:00.925;803123403007558016;-317985;-361182;-371172;-502693;
2025-06-13T16:50:00.943;803123403025815936;-317811;-361050;-371104;-502673;
2025-06-13T16:50:00.962;803123403044073728;-317694;-361062;-371122;-502698;
2025-06-13T16:50:00.980;803123403062331648;-317621;-360972;-370976;-502743;
2025-06-13T16:50:00.998;803123403080589459;-317422;-360798;-370799;-502711;
2025-06-13T16:50:01.016;803123403098847232;-317361;-360723;-370763;-502700;
2025-06-13T16:50:01.035;803123403117105024;-317276;-360681;-370772;-502698;
2025-06-13T16:50:01.053;803123403135362816;-317267;-360716;-370723;-502653;
2025-06-13T16:50:01.071;803123403153620736;-317506;-361004;-370916;-502666;
2025-06-13T16:50:01.089;803123403171878528;-317885;-361243;-371126;-502665;
2025-06-13T16:50:01.108;803123403190136320;-318261;-361572;-371407;-502660;
2025-06-13T16:50:01.126;803123403208394112;-318640;-361813;-371665;-502635;
2025-06-13T16:50:01.144;803123403226651904;-318996;-362138;-371907;-502670;
2025-06-13T16:50:01.162;803123403244909824;-319233;-362277;-372089;-502673;
2025-06-13T16:50:01.181;803123403263167616;-319413;-362498;-372244;-502756;
2025-06-13T16:50:01.199;803123403281425408;-319590;-362593;-372363;-502707;
2025-06-13T16:50:01.217;803123403299683200;-319677;-362633;-372371;-502695;
2025-06-13T16:50:01.235;803123403317941120;-319686;-362701;-372360;-502733;
2025-06-13T16:50:01.254;803123403336198912;-319769;-362608;-372416;-502702;
2025-06-13T16:50:01.272;803123403354456704;-319746;-362634;-372434;-502691;
2025-06-13T16:50:01.290;803123403372714496;-319718;-362599;-372377;-502678;
2025-06-13T16:50:01.308;803123403390972288;-319621;-362547;-372280;-502658;
2025-06-13T16:50:01.327;803123403409230208;-319597;-362585;-372310;-502709;
2025-06-13T16:50:01.345;803123403427488000;-319606;-362560;-372327;-502695;
2025-06-13T16:50:01.363;803123403445745792;-319583;-362486;-372217;-502672;
2025-06-13T16:50:01.381;803123403464003584;-319603;-362503;-372280;-502708;
2025-06-13T16:50:01.400;803123403482261376;-319607;-362493;-372276;-502667;
2025-06-13T16:50:01.418;803123403500519296;-319484;-362435;-372214;-502669;
2025-06-13T16:50:01.436;803123403518777088;-319478;-362369;-372143;-502681;
2025-06-13T16:50:01.455;803123403537034880;-319358;-362330;-372157;-502639;
2025-06-13T16:50:01.473;803123403555292672;-319330;-362220;-372009;-502676;
2025-06-13T16:50:01.491;803123403573550592;-319257;-362201;-371986;-502699;
2025-06-13T16:50:01.509;803123403591808384;-319126;-362091;-371870;-502652;
2025-06-13T16:50:01.528;803123403610066176;-319074;-362047;-371854;-502745;
2025-06-13T16:50:01.546;803123403628323968;-318967;-361905;-371760;-502669;
2025-06-13T16:50:01.564;803123403646581760;-318813;-361857;-371629;-502724;
2025-06-13T16:50:01.582;803123403664839680;-318700;-361724;-371566;-502707;
2025-06-13T16:50:01.601;803123403683097472;-318531;-361561;-371432;-502641;
2025-06-13T16:50:01.619;803123403701355264;-318398;-361475;-371370;-502709;
2025-06-13T16:50:01.637;803123403719613056;-318199;-361344;-371207;-502682;
2025-06-13T16:50:01.655;803123403737870848;-318177;-361308;-371214;-502728;
2025-06-13T16:50:01.674;803123403756128768;-318101;-361286;-371190;-502708;
2025-06-13T16:50:01.692;803123403774386560;-318260;-361390;-371311;-502694;
2025-06-13T16:50:01.710;803123403792644352;-318535;-361576;-371526;-502677;
2025-06-13T16:50:01.728;803123403810902144;-318812;-361852;-371670;-502657;
2025-06-13T16:50:01.747;803123403829160064;-319243;-362146;-371934;-502729;
2025-06-13T16:50:01.765;803123403847417856;-319545;-362455;-372223;-502752;
2025-06-13T16:50:01.783;803123403865675690;-319776;-362608;-372295;-502664;
2025-06-13T16:50:01.801;803123403883934080;-320000;-362834;-372494;-502660;
2025-06-13T16:50:01.820;803123403902192512;-320161;-362945;-372555;-502675;
2025-06-13T16:50:01.838;803123403920450816;-320308;-362986;-372575;-502657;
2025-06-13T16:50:01.856;803123403938709248;-320329;-363027;-372626;-502722;
2025-06-13T16:50:01.874;803123403956967680;-320324;-362952;-372608;-502678;
2025-06-13T16:50:01.893;803123403975225984;-320332;-362933;-372622;-502716;
2025-06-13T16:50:01.911;803123403993484416;-320238;-362886;-372589;-502641;
2025-06-13T16:50:01.929;803123404011742848;-320171;-362859;-372543;-502638;
2025-06-13T16:50:01.947;803123404030001152;-320126;-362785;-372499;-502685;
2025-06-13T16:50:01.966;803123404048259584;-320061;-362696;-372437;-502677;
2025-06-13T16:50:01.984;803123404066517888;-320005;-362718;-372426;-502743;
2025-06-13T16:50:02.002;803123404084776320;-319947;-362638;-372387;-502702;
2025-06-13T16:50:02.021;803123404103034752;-319895;-362576;-372290;-502656;
2025-06-13T16:50:02.039;803123404121293056;-319848;-362536;-372332;-502648;
2025-06-13T16:50:02.057;803123404139551488;-319827;-362538;-372313;-502677;
2025-06-13T16:50:02.075;803123404157809920;-319721;-362456;-372229;-502701;
2025-06-13T16:50:02.094;803123404176068224;-319632;-362427;-372138;-502717;
2025-06-13T16:50:02.112;803123404194326656;-319585;-362344;-372153;-502745;
2025-06-13T16:50:02.130;803123404212585088;-319444;-362201;-372047;-502677;
2025-06-13T16:50:02.148;803123404230843392;-319314;-362172;-371941;-502738;
2025-06-13T16:50:02.167;803123404249101824;-319082;-361955;-371757;-502685;
2025-06-13T16:50:02.185;803123404267360256;-319039;-361886;-371744;-502673;
2025-06-13T16:50:02.203;803123404285618560;-318921;-361779;-371581;-502705;
2025-06-13T16:50:02.221;803123404303876992;-318714;-361649;-371513;-502721;
2025-06-13T16:50:02.240;803123404322135424;-318494;-361447;-371398;-502698;
2025-06-13T16:50:02.258;803123404340393728;-318379;-361427;-371296;-502651;
2025-06-13T16:50:02.276;803123404358652160;-318266;-361339;-371245;-502618;
2025-06-13T16:50:02.294;803123404376910592;-318270;-361319;-371250;-502607;
2025-06-13T16:50:02.313;803123404395168896;-318440;-361441;-371390;-502632;
2025-06-13T16:50:02.331;803123404413427328;-318750;-361736;-371559;-502689;
2025-06-13T16:50:02.349;803123404431685632;-319040;-361964;-371796;-502718;
2025-06-13T16:50:02.367;803123404449944064;-319300;-362147;-371970;-502685;
2025-06-13T16:50:02.386;803123404468202496;-319539;-362342;-372086;-502661;
2025-06-13T16:50:02.404;803123404486460800;-319774;-362610;-372287;-502672;
2025-06-13T16:50:02.422;803123404504719232;-319811;-362605;-372334;-502651;
2025-06-13T16:50:02.440;803123404522977664;-319981;-362720;-372401;-502683;
2025-06-13T16:50:02.459;803123404541235968;-320028;-362722;-372376;-502625;
2025-06-13T16:50:02.477;803123404559494400;-320032;-362738;-372382;-502674;
2025-06-13T16:50:02.495;803123404577752832;-319967;-362645;-372400;-502743;
2025-06-13T16:50:02.513;803123404596011136;-319852;-362569;-372314;-502667;
2025-06-13T16:50:02.532;803123404614269568;-319816;-362562;-372259;-502715;
2025-06-13T16:50:02.550;803123404632528000;-319715;-362410;-372162;-502665;
2025-06-13T16:50:02.568;803123404650786333;-319609;-362395;-372103;-502620;
2025-06-13T16:50:02.587;803123404669043840;-319630;-362359;-372115;-502658;
2025-06-13T16:50:02.605;803123404687301376;-319507;-362338;-372103;-502751;
2025-06-13T16:50:02.623;803123404705558784;-319494;-362250;-372074;-502696;
2025-06-13T16:50:02.641;803123404723816320;-319347;-362137;-371890;-502654;
2025-06-13T16:50:02.660;803123404742073856;-319240;-362045;-371795;-502703;
2025-06-13T16:50:02.678;803123404760331392;-319141;-361950;-371741;-502693;
2025-06-13T16:50:02.696;803123404778588800;-318976;-361884;-371644;-502657;
2025-06-13T16:50:02.714;803123404796846336;-318922;-361793;-371559;-502686;
2025-06-13T16:50:02.733;803123404815103872;-318709;-361611;-371470;-502702;
2025-06-13T16:50:02.751;803123404833361408;-318618;-361584;-371347;-502674;
2025-06-13T16:50:02.769;803123404851618816;-318500;-361495;-371290;-502718;
2025-06-13T16:50:02.787;803123404869876352;-318312;-361364;-371121;-502672;
2025-06-13T16:50:02.806;803123404888133888;-318195;-361210;-371056;-502706;
2025-06-13T16:50:02.824;803123404906391424;-318051;-361118;-370980;-502721;
2025-06-13T16:50:02.842;803123404924648832;-317898;-361043;-370931;-502753;
2025-06-13T16:50:02.860;803123404942906368;-317712;-360860;-370806;-502732;
2025-06-13T16:50:02.879;803123404961163904;-317570;-360757;-370694;-502737;
2025-06-13T16:50:02.897;803123404979421440;-317468;-360750;-370630;-502677;
2025-06-13T16:50:02.915;803123404997678848;-317607;-360807;-370696;-502677;
2025-06-13T16:50:02.933;803123405015936384;-317824;-361043;-370852;-502689;
2025-06-13T16:50:02.952;803123405034193920;-318128;-361328;-371044;-502682;
2025-06-13T16:50:02.970;803123405052451328;-318452;-361559;-371315;-502696;
2025-06-13T16:50:02.988;803123405070708864;-318829;-361862;-371553;-502687;
2025-06-13T16:50:03.006;803123405088966400;-319093;-362047;-371728;-502645;
2025-06-13T16:50:03.025;803123405107223936;-319272;-362203;-371877;-502639;
2025-06-13T16:50:03.043;803123405125481344;-319459;-362435;-372011;-502711;
2025-06-13T16:50:03.061;803123405143738880;-319598;-362463;-372110;-502657;
