Phone timestamp;sensor timestamp [ns];channel 0;channel 1;channel 2;ambient
2025-05-28T18:06:17.301;536603551572726272;-77181;-70719;-71139;-170277;
2025-05-28T18:06:17.319;536603551590908096;-77166;-70721;-71095;-170252;
2025-05-28T18:06:17.337;536603551609089920;-77197;-70702;-71147;-170228;
2025-05-28T18:06:17.355;536603551627271744;-77183;-70724;-71176;-170246;
2025-05-28T18:06:17.373;536603551645453568;-77142;-70725;-71210;-170226;
2025-05-28T18:06:17.391;536603551663635392;-77172;-70670;-71160;-170318;
2025-05-28T18:06:17.410;536603551681817152;-77181;-70678;-71151;-170289;
2025-05-28T18:06:17.428;536603551699998976;-77144;-70614;-71096;-170208;
2025-05-28T18:06:17.446;536603551718180800;-77146;-70666;-71141;-170282;
2025-05-28T18:06:17.464;536603551736362624;-77208;-70677;-71150;-170298;
2025-05-28T18:06:17.482;536603551754544448;-77115;-70596;-71153;-170226;
2025-05-28T18:06:17.501;536603551772726272;-77121;-70597;-71074;-170253;
2025-05-28T18:06:17.519;536603551790908096;-77182;-70677;-71106;-170286;
2025-05-28T18:06:17.537;536603551809089920;-77165;-70690;-71088;-170265;
2025-05-28T18:06:17.555;536603551827271744;-77144;-70651;-71106;-170205;
2025-05-28T18:06:17.573;536603551845453568;-77097;-70588;-71039;-170249;
2025-05-28T18:06:17.591;536603551863635392;-77083;-70586;-71059;-170228;
2025-05-28T18:06:17.610;536603551881817152;-77067;-70554;-71060;-170262;
2025-05-28T18:06:17.628;536603551899998976;-77097;-70603;-71040;-170259;
2025-05-28T18:06:17.646;536603551918180800;-77034;-70582;-70987;-170256;
2025-05-28T18:06:17.664;536603551936362624;-77054;-70568;-70996;-170210;
2025-05-28T18:06:17.682;536603551954544448;-77020;-70616;-70977;-170173;
2025-05-28T18:06:17.701;536603551972726272;-77030;-70553;-70977;-170230;
2025-05-28T18:06:17.719;536603551990908096;-77057;-70568;-71029;-170250;
2025-05-28T18:06:17.737;536603552009089920;-77055;-70599;-71026;-170265;
2025-05-28T18:06:17.755;536603552027271744;-77037;-70609;-70998;-170270;
2025-05-28T18:06:17.773;536603552045453568;-76986;-70576;-70991;-170250;
2025-05-28T18:06:17.791;536603552063635392;-77047;-70552;-70990;-170264;
2025-05-28T18:06:17.810;536603552081817152;-77077;-70599;-71074;-170304;
2025-05-28T18:06:17.828;536603552099998976;-77008;-70536;-71034;-170201;
2025-05-28T18:06:17.846;536603552118180800;-77029;-70573;-71028;-170215;
2025-05-28T18:06:17.864;536603552136362624;-77058;-70593;-71069;-170260;
2025-05-28T18:06:17.882;536603552154544448;-77036;-70577;-71019;-170238;
2025-05-28T18:06:17.901;536603552172726272;-77091;-70592;-71047;-170253;
2025-05-28T18:06:17.919;536603552190908096;-77065;-70565;-71031;-170223;
2025-05-28T18:06:17.937;536603552209089920;-77074;-70509;-71037;-170279;
2025-05-28T18:06:17.955;536603552227271744;-77062;-70603;-71053;-170231;
2025-05-28T18:06:17.973;536603552245453568;-77042;-70530;-70995;-170231;
2025-05-28T18:06:17.991;536603552263635392;-77050;-70569;-71054;-170242;
2025-05-28T18:06:18.010;536603552281817152;-77084;-70582;-71079;-170265;
2025-05-28T18:06:18.028;536603552299998976;-77040;-70594;-71097;-170243;
2025-05-28T18:06:18.046;536603552318180800;-77111;-70617;-71072;-170225;
2025-05-28T18:06:18.064;536603552336362624;-77106;-70566;-71076;-170222;
2025-05-28T18:06:18.082;536603552354544448;-77072;-70598;-71021;-170206;
2025-05-28T18:06:18.101;536603552372726272;-77057;-70587;-71042;-170220;
2025-05-28T18:06:18.119;536603552390908096;-77070;-70613;-71030;-170235;
2025-05-28T18:06:18.137;536603552409089920;-77048;-70610;-71025;-170249;
2025-05-28T18:06:18.155;536603552427271744;-77068;-70600;-71045;-170242;
2025-05-28T18:06:18.173;536603552445453568;-77043;-70597;-71031;-170233;
2025-05-28T18:06:18.191;536603552463635388;-76991;-70618;-70997;-170213;
2025-05-28T18:06:18.210;536603552481837568;-77024;-70597;-71028;-170238;
2025-05-28T18:06:18.228;536603552500039744;-77076;-70519;-71020;-170196;
2025-05-28T18:06:18.246;536603552518241856;-77110;-70658;-71045;-170277;
2025-05-28T18:06:18.264;536603552536444032;-77065;-70576;-71024;-170225;
2025-05-28T18:06:18.282;536603552554646144;-77049;-70565;-71060;-170244;
2025-05-28T18:06:18.301;536603552572848320;-77025;-70570;-71003;-170147;
2025-05-28T18:06:18.319;536603552591050496;-77044;-70597;-70992;-170199;
2025-05-28T18:06:18.337;536603552609252608;-77065;-70602;-71009;-170223;
2025-05-28T18:06:18.355;536603552627454784;-77026;-70530;-70944;-170219;
2025-05-28T18:06:18.373;536603552645656896;-77061;-70575;-70974;-170284;
2025-05-28T18:06:18.392;536603552663859072;-76975;-70516;-70977;-170208;
2025-05-28T18:06:18.410;536603552682061184;-77048;-70545;-70968;-170221;
2025-05-28T18:06:18.428;536603552700263360;-76997;-70585;-70975;-170247;
2025-05-28T18:06:18.446;536603552718465536;-77004;-70496;-71008;-170244;
2025-05-28T18:06:18.464;536603552736667648;-76932;-70545;-70973;-170201;
2025-05-28T18:06:18.483;536603552754869824;-76966;-70512;-70934;-170240;
2025-05-28T18:06:18.501;536603552773071936;-76973;-70571;-70963;-170194;
2025-05-28T18:06:18.519;536603552791274112;-76976;-70592;-70973;-170193;
2025-05-28T18:06:18.537;536603552809476288;-76976;-70635;-71009;-170210;
2025-05-28T18:06:18.555;536603552827678400;-77021;-70597;-71005;-170252;
2025-05-28T18:06:18.574;536603552845880576;-77016;-70599;-70989;-170225;
2025-05-28T18:06:18.592;536603552864082688;-77007;-70565;-70959;-170221;
2025-05-28T18:06:18.610;536603552882284864;-76973;-70570;-70984;-170172;
2025-05-28T18:06:18.628;536603552900487040;-77024;-70591;-70959;-170193;
2025-05-28T18:06:18.646;536603552918689152;-77054;-70615;-71008;-170216;
2025-05-28T18:06:18.665;536603552936891328;-77106;-70652;-71022;-170271;
2025-05-28T18:06:18.683;536603552955093440;-77091;-70636;-71019;-170271;
2025-05-28T18:06:18.701;536603552973295616;-77055;-70608;-71005;-170237;
2025-05-28T18:06:18.719;536603552991497728;-77085;-70698;-71040;-170246;
2025-05-28T18:06:18.737;536603553009699904;-77043;-70648;-71005;-170193;
2025-05-28T18:06:18.756;536603553027902080;-77026;-70631;-71074;-170230;
2025-05-28T18:06:18.774;536603553046104192;-76982;-70649;-71021;-170242;
2025-05-28T18:06:18.792;536603553064306368;-77051;-70650;-71102;-170265;
2025-05-28T18:06:18.810;536603553082508480;-77061;-70593;-71045;-170203;
2025-05-28T18:06:18.828;536603553100710656;-77076;-70656;-71043;-170248;
2025-05-28T18:06:18.847;536603553118912832;-77036;-70617;-71009;-170185;
2025-05-28T18:06:18.865;536603553137114944;-77035;-70630;-71004;-170203;
2025-05-28T18:06:18.883;536603553155317120;-77080;-70667;-71009;-170228;
2025-05-28T18:06:18.901;536603553173519232;-77062;-70627;-71035;-170272;
2025-05-28T18:06:18.919;536603553191721408;-77036;-70595;-70991;-170235;
2025-05-28T18:06:18.938;536603553209923584;-77096;-70636;-71008;-170229;
2025-05-28T18:06:18.956;536603553228125696;-77082;-70671;-71023;-170246;
2025-05-28T18:06:18.974;536603553246327872;-77028;-70629;-71023;-170253;
2025-05-28T18:06:18.992;536603553264529984;-77103;-70632;-71030;-170248;
2025-05-28T18:06:19.011;536603553282732160;-77075;-70639;-71002;-170262;
2025-05-28T18:06:19.029;536603553300934336;-77110;-70599;-71009;-170245;
2025-05-28T18:06:19.047;536603553319136448;-77072;-70586;-71039;-170228;
2025-05-28T18:06:19.065;536603553337338624;-77029;-70649;-70973;-170204;
2025-05-28T18:06:19.083;536603553355540723;-77002;-70597;-71027;-170231;
2025-05-28T18:06:19.102;536603553373742272;-77034;-70631;-71018;-170239;
2025-05-28T18:06:19.120;536603553391943808;-77052;-70594;-70951;-170201;
2025-05-28T18:06:19.138;536603553410145408;-77027;-70585;-70946;-170255;
2025-05-28T18:06:19.156;536603553428346944;-76976;-70612;-70979;-170185;
2025-05-28T18:06:19.174;536603553446548544;-76984;-70588;-70917;-170222;
2025-05-28T18:06:19.193;536603553464750080;-77010;-70557;-70978;-170210;
2025-05-28T18:06:19.211;536603553482951680;-76948;-70574;-70942;-170184;
2025-05-28T18:06:19.229;536603553501153216;-76943;-70539;-70932;-170221;
2025-05-28T18:06:19.247;536603553519354752;-76975;-70517;-70901;-170163;
2025-05-28T18:06:19.265;536603553537556352;-76979;-70548;-70909;-170227;
2025-05-28T18:06:19.284;536603553555757888;-76903;-70570;-70886;-170162;
2025-05-28T18:06:19.302;536603553573959488;-76998;-70566;-70949;-170255;
2025-05-28T18:06:19.320;536603553592161024;-76920;-70568;-70900;-170221;
2025-05-28T18:06:19.338;536603553610362624;-76891;-70549;-70938;-170241;
2025-05-28T18:06:19.356;536603553628564160;-76941;-70526;-70934;-170245;
2025-05-28T18:06:19.375;536603553646765696;-76961;-70601;-70869;-170282;
2025-05-28T18:06:19.393;536603553664967296;-76931;-70578;-70839;-170248;
2025-05-28T18:06:19.411;536603553683168832;-76991;-70645;-70941;-170271;
2025-05-28T18:06:19.429;536603553701370432;-77010;-70626;-70952;-170206;
2025-05-28T18:06:19.447;536603553719571968;-76996;-70587;-70933;-170248;
2025-05-28T18:06:19.466;536603553737773568;-77011;-70643;-70918;-170253;
2025-05-28T18:06:19.484;536603553755975104;-76993;-70630;-70934;-170270;
2025-05-28T18:06:19.502;536603553774176640;-76969;-70599;-70934;-170189;
2025-05-28T18:06:19.520;536603553792378240;-77002;-70615;-70912;-170206;
2025-05-28T18:06:19.538;536603553810579776;-77008;-70622;-70959;-170235;
2025-05-28T18:06:19.557;536603553828781376;-76998;-70646;-70962;-170248;
2025-05-28T18:06:19.575;536603553846982912;-77017;-70560;-70953;-170238;
2025-05-28T18:06:19.593;536603553865184512;-77030;-70597;-71009;-170256;
2025-05-28T18:06:19.611;536603553883386048;-77027;-70639;-71051;-170280;
2025-05-28T18:06:19.629;536603553901587584;-77041;-70651;-70973;-170222;
2025-05-28T18:06:19.648;536603553919789184;-77083;-70687;-71010;-170211;
2025-05-28T18:06:19.666;536603553937990720;-77087;-70673;-71024;-170240;
2025-05-28T18:06:19.684;536603553956192320;-77053;-70642;-70976;-170204;
2025-05-28T18:06:19.702;536603553974393856;-77037;-70637;-70991;-170275;
2025-05-28T18:06:19.720;536603553992595456;-76981;-70609;-70895;-170187;
2025-05-28T18:06:19.739;536603554010796992;-77071;-70683;-71012;-170260;
2025-05-28T18:06:19.757;536603554028998528;-77071;-70641;-70988;-170228;
2025-05-28T18:06:19.775;536603554047200128;-77052;-70721;-71013;-170231;
