nn_count,nn_mean,nn_min,nn_max,sdnn,sdsd,rmssd,pnn20,pnn50,triangular_index,window_start,window_end,window_number
37,766.2275512330236,712.1230000000054,839.940999999996,30.667535176751674,34.930579905156314,34.44201626480683,50.0,11.11111111111111,2.0555555555555554,58.76608999999999,88.76608999999999,1
37,765.2405782600506,712.1230000000054,839.940999999996,31.227739049979824,35.45685922293354,34.97564778284508,52.77777777777778,11.11111111111111,2.176470588235294,59.76608999999999,89.76608999999999,2
38,764.191450671736,712.1230000000054,839.940999999996,31.10747441434854,35.11192960619897,34.63990342712524,51.35135135135135,10.81081081081081,2.375,60.76608999999999,90.76608999999999,3
39,762.5837574574009,712.1230000000054,839.940999999996,31.414138585403574,34.6557918848756,34.20865938289757,50.0,10.526315789473683,2.6,61.76608999999999,91.76608999999999,4
40,760.6723279982582,712.1230000000054,839.940999999996,32.008229455749735,34.208179540324885,33.78516272406248,48.717948717948715,10.256410256410255,2.857142857142857,62.76608999999999,92.76608999999999,5
40,757.2472654283126,712.1230000000054,839.940999999996,32.62695445214735,33.17816338348813,32.778756434398396,43.58974358974359,10.256410256410255,3.076923076923077,63.76608999999999,93.76608999999999,6
40,755.7135564887861,705.55464241895,839.940999999996,33.58915104731684,32.69295949332515,32.27737604055775,41.02564102564102,10.256410256410255,3.3333333333333335,64.76608999999999,94.76608999999999,7
40,754.9592401485309,700.2103463897841,839.940999999996,34.49906025056582,32.123204329134666,31.754771617025217,38.46153846153847,10.256410256410255,3.3333333333333335,65.76608999999999,95.76608999999999,8
41,751.2423562424691,675.6050000000045,839.940999999996,37.32890675782848,31.82143445323575,31.50393725037655,37.5,10.0,3.727272727272727,66.76608999999999,96.76608999999999,9
41,748.57023429125,657.3450000000065,839.940999999996,40.00519672226594,31.91867939752662,31.63595663601247,37.5,10.0,4.1,67.76608999999999,97.76608999999999,10
42,747.2677287128869,657.3450000000065,839.940999999996,39.79755366103444,33.30149951700558,32.89589131918372,41.46341463414634,12.195121951219512,4.666666666666667,68.76608999999999,98.76608999999999,11
