nn_count,nn_mean,nn_min,nn_max,sdnn,sdsd,rmssd,pnn20,pnn50,triangular_index,window_start,window_end,window_number
53,560.4112330579409,454.9260000000004,655.0939999999982,43.916159263955976,42.77469452862105,42.38452309502669,48.07692307692308,30.76923076923077,5.3,0.0,30.0,1
53,561.4412519258653,454.9260000000004,655.0939999999982,44.63880414054671,42.53319247417391,42.15855900613327,46.15384615384615,30.76923076923077,5.3,0.9919720724637681,30.991972072463767,2
54,563.1755620753864,454.9260000000004,655.0939999999982,44.35654475531895,42.211240919488475,41.833675042921584,45.28301886792453,30.18867924528302,5.4,1.9839441449275361,31.983944144927538,3
53,566.248025510771,454.9260000000004,655.0939999999982,44.09385283373947,42.802398573512264,42.45956074123951,48.07692307692308,30.76923076923077,5.3,2.9759162173913043,32.9759162173913,4
53,570.3681009824692,454.9260000000004,655.0939999999982,43.105160244821526,43.46244447459497,43.05530860832634,50.0,32.69230769230769,5.3,3.9678882898550722,33.967888289855075,5
53,573.4581764541673,454.9260000000004,655.0939999999982,42.305927121827374,42.90729525946496,42.60928066197914,50.0,30.76923076923077,5.3,4.959860362318841,34.95986036231884,6
52,576.787468309055,491.32100000000014,655.0939999999982,38.711792745045,42.17773914723483,41.800272773908006,49.01960784313725,29.411764705882355,5.2,5.951832434782609,35.95183243478261,7
52,580.9867952321321,509.51699999999977,655.0939999999982,37.56338599845879,43.016075808711335,42.64603015651466,49.01960784313725,31.372549019607842,5.2,6.9438045072463765,36.94380450724638,8
52,584.1362760013628,509.5179999999999,655.0939999999982,36.22115148963969,41.89969979373489,41.48841893395991,47.05882352941176,29.411764705882355,5.2,7.9357765797101445,37.935776579710144,9
51,584.528967687664,509.5179999999999,655.0939999999982,36.469605495038486,42.240341613324674,41.82213934882529,48.0,30.0,5.1,8.927748652173912,38.92774865217391,10
51,586.3545916442267,509.5179999999999,655.0939999999982,35.66628400161787,42.307117608829046,41.883880931842704,48.0,30.0,5.1,9.919720724637681,39.919720724637685,11
51,586.3917918200158,509.5179999999999,655.0939999999982,35.643599840011845,42.39084929274374,41.96481694760092,48.0,30.0,5.1,10.911692797101448,40.91169279710145,12
50,586.3104995620165,509.5179999999999,655.0939999999982,36.122225337051354,42.69308936975832,42.25552725590457,48.97959183673469,30.612244897959183,5.555555555555555,11.903664869565217,41.90366486956522,13
50,586.6744395620165,509.5179999999999,655.0939999999982,35.22621928814724,41.237346700571145,40.81607786228897,44.89795918367347,26.53061224489796,5.555555555555555,12.895636942028984,42.895636942028986,14
50,588.1302195620166,509.5179999999999,655.0939999999982,34.62243293409396,41.55702038726705,41.14586924265791,46.93877551020408,26.53061224489796,5.0,13.887609014492753,43.88760901449275,15
50,588.8580795620165,509.5179999999999,655.0939999999982,33.89653258364007,41.81370924534945,41.39150412011778,48.97959183673469,26.53061224489796,5.0,14.87958108695652,44.87958108695652,16
49,590.105917920425,509.5179999999999,655.0939999999982,33.06712703764544,41.50426510521838,41.07140316696452,47.91666666666667,25.0,4.9,15.871553159420289,45.87155315942029,17
49,590.5629605239625,509.5179999999999,655.0939999999982,32.56769753945207,40.84754290812693,40.41991591711439,43.75,25.0,4.9,16.863525231884058,46.863525231884054,18
49,588.3347360341667,509.5179999999999,655.0939999999982,31.786272523595485,35.19997468842166,34.83344165627985,41.66666666666667,20.833333333333336,4.9,17.855497304347825,47.85549730434782,19
49,588.7061237892688,509.5179999999999,655.0939999999982,31.163439511929973,33.54303999790249,33.21127351418402,39.58333333333333,18.75,4.9,18.847469376811592,48.84746937681159,20
49,586.8492666464116,509.5179999999999,655.0939999999982,31.38479020575336,33.48910874843713,33.141712435896395,41.66666666666667,16.666666666666664,4.9,19.839441449275363,49.83944144927536,21
49,587.8776676245574,545.9109999999966,655.0939999999982,29.791298589200114,32.36691547694689,32.03695894854589,39.58333333333333,14.583333333333334,4.454545454545454,20.83141352173913,50.83141352173913,22
49,586.9507176608007,545.9109999999966,655.0939999999982,30.09539153872507,31.841117267416983,31.52189943379249,39.58333333333333,12.5,4.454545454545454,21.823385594202897,51.8233855942029,23
49,585.7326174093744,545.9109999999966,655.0939999999982,29.718979932228006,31.903390133024416,31.57662296216451,39.58333333333333,12.5,4.454545454545454,22.815357666666664,52.815357666666664,24
49,585.3612500624356,545.9109999999966,655.0939999999982,29.410532052583005,31.97765351436116,31.645070640324445,39.58333333333333,12.5,4.454545454545454,23.807329739130434,53.80732973913044,25
49,583.133045980803,545.9109999999966,655.0939999999982,28.85166913938185,31.922525841538274,31.645070640324366,39.58333333333333,12.5,4.454545454545454,24.7993018115942,54.799301811594205,26
50,582.024665061187,545.9109999999966,655.0939999999982,26.733248897601833,29.020333819185545,28.732282490966494,36.734693877551024,10.204081632653061,4.166666666666667,25.79127388405797,55.79127388405797,27
49,583.1330459808029,545.9109999999966,655.0939999999982,26.352331340636614,28.233223596810948,27.940151644442924,35.41666666666667,8.333333333333332,3.769230769230769,26.78324595652174,56.78324595652174,28
49,584.2471480216192,545.9109999999966,655.0939999999982,25.895972464513108,26.02865679130347,25.756097900503338,31.25,4.166666666666666,3.769230769230769,27.775218028985506,57.775218028985506,29
48,584.1944961295129,545.9109999999966,655.0939999999982,26.117422455931635,26.043146578933836,25.764777734573862,31.914893617021278,4.25531914893617,4.0,28.767190101449273,58.76719010144927,30
47,583.8475066854601,545.9109999999966,655.0939999999982,26.287706807336463,25.750466483756153,25.484519612495014,30.434782608695656,4.3478260869565215,3.9166666666666665,29.75916217391304,59.75916217391304,31
46,582.1001823859501,545.9109999999966,655.0939999999982,24.799300810560542,25.775607150779543,25.488410090956652,31.11111111111111,4.444444444444445,3.8333333333333335,30.75113424637681,60.75113424637681,32
46,581.7906529823877,545.9109999999966,655.0939999999982,24.652929199595228,25.6414388875748,25.35508597846886,31.11111111111111,4.444444444444445,3.8333333333333335,31.743106318840578,61.743106318840574,33
46,581.0438958659506,545.9109999999966,655.0939999999982,24.022260841061353,24.870382492961074,24.62239580230076,28.888888888888886,4.444444444444445,3.8333333333333335,32.73507839130435,62.73507839130435,34
