nn_count,nn_mean,nn_min,nn_max,sdnn,sdsd,rmssd,pnn20,pnn50,triangular_index,window_start,window_end,window_number
40,713.1314624489647,636.9799999999994,818.9749999999982,42.72832469180773,40.31744516893155,39.799934274338796,53.84615384615385,23.076923076923077,5.0,0.0,30.0,1
42,713.8383928085378,636.9799999999994,818.9749999999982,42.56193316881497,41.041379741807496,40.547505522031294,53.65853658536586,24.390243902439025,5.25,0.9908389420289855,30.990838942028986,2
41,714.3813292185022,636.9799999999994,818.9749999999982,42.943169797997925,40.64189343125608,40.13323359929569,52.5,22.5,5.125,1.981677884057971,31.98167788405797,3
41,713.9374267794777,636.9799999999994,818.9749999999982,42.69965803468175,40.52943533086927,40.02995452202808,52.5,22.5,5.125,2.9725168260869563,32.97251682608696,4
42,711.6717975704427,636.9799999999994,818.9749999999982,41.6638059601978,40.31652942724096,39.84408955110804,53.65853658536586,21.951219512195124,4.666666666666667,3.963355768115942,33.96335576811594,5
41,710.8302072672826,636.9799999999994,818.9749999999982,41.81839713934871,40.10811349578037,39.61404232069279,50.0,22.5,4.555555555555555,4.954194710144927,34.954194710144925,6
42,707.3385832847282,636.9799999999994,818.9749999999982,42.593856151885085,39.45056143803131,39.12796204338934,48.78048780487805,21.951219512195124,4.666666666666667,5.945033652173913,35.94503365217391,7
41,705.5035243404533,636.9799999999994,818.9749999999982,40.395865839498846,37.03675247968825,36.57086283348605,50.0,22.5,4.555555555555555,6.935872594202898,36.9358725942029,8
41,705.5035487306973,636.9799999999994,818.9749999999982,40.39586848454879,37.03675247968825,36.57086283348605,50.0,22.5,4.555555555555555,7.926711536231884,37.926711536231885,9
41,705.9474267794776,636.9799999999994,818.9749999999982,40.543727802993345,37.14836605973884,36.6838942641815,50.0,22.5,5.125,8.91755047826087,38.91755047826087,10
40,704.5319800377129,636.9799999999994,818.9749999999982,41.17434672928759,37.45265874845655,36.96940750984369,51.28205128205128,23.076923076923077,5.0,9.908389420289854,39.90838942028985,11
40,704.0619077383323,636.9799999999994,818.9749999999982,41.64378507496855,37.4732592070363,37.001878700332206,53.84615384615385,23.076923076923077,5.0,10.89922836231884,40.89922836231884,12
39,704.3820079367509,636.9800000000012,818.9749999999982,42.13828879124731,36.902055899364214,36.41641470525327,52.63157894736842,21.052631578947366,5.571428571428571,11.890067304347825,41.89006730434782,13
40,708.1567827383324,636.9800000000012,818.9749999999982,42.31423001229745,40.42711015937879,39.97360228163048,53.84615384615385,23.076923076923077,5.714285714285714,12.880906246376812,42.88090624637681,14
39,709.048520757264,636.9800000000012,818.9749999999982,42.48490801899519,40.57513128829126,40.06345962260776,52.63157894736842,23.684210526315788,5.571428571428571,13.871745188405797,43.8717451884058,15
39,711.3817771675205,636.9800000000012,818.9749999999982,41.94393145531585,40.57517786480434,40.06350744013818,52.63157894736842,23.684210526315788,5.571428571428571,14.862584130434783,44.86258413043478,16
40,714.0715827383325,636.9800000000012,818.9749999999982,42.42356097644258,40.16101946596573,39.65377593150949,51.28205128205128,23.076923076923077,5.714285714285714,15.853423072463768,45.85342307246377,17
39,716.981597680341,636.9800000000012,818.9749999999982,43.79338800883908,40.458918180986096,40.06353134855354,52.63157894736842,23.684210526315788,6.5,16.844262014492752,46.844262014492756,18
39,717.4482643470076,636.9800000000012,818.9749999999982,43.21057490458676,44.281344384597595,43.7053084489351,55.26315789473685,26.31578947368421,6.5,17.83510095652174,47.83510095652174,19
39,720.7148284495718,636.9800000000012,818.9749999999982,41.7583169725106,43.540636185903466,42.966144961737065,55.26315789473685,26.31578947368421,6.5,18.825939898550725,48.82593989855073,20
40,720.4414077383324,636.9800000000012,818.9749999999982,41.255735030521485,43.85844528759874,43.30344538112708,56.41025641025641,28.205128205128204,5.714285714285714,19.81677884057971,49.81677884057971,21
40,719.9474253233692,636.9800000000012,818.9749999999982,41.03825753886654,43.73251801522095,43.18487868006698,53.84615384615385,28.205128205128204,5.714285714285714,20.807617782608695,50.807617782608695,22
40,715.2675452893676,636.9800000000012,818.9749999999982,38.680700707662,43.78919662906698,43.38506940417623,51.28205128205128,28.205128205128204,5.0,21.79845672463768,51.79845672463768,23
40,711.6276452893676,636.9800000000012,782.5750000000014,35.38112160159793,41.374749495114514,40.86484528923237,48.717948717948715,25.64102564102564,5.0,22.789295666666668,52.78929566666667,24
41,709.8069710140171,636.9800000000012,782.5750000000014,35.91929271277799,42.15379501329837,41.66330629192911,52.5,27.500000000000004,4.555555555555555,23.78013460869565,53.78013460869565,25
40,709.3527202893677,636.9800000000012,782.5750000000014,36.257420056598214,43.14123282371577,42.59477409952844,53.84615384615385,30.76923076923077,4.444444444444445,24.770973550724637,54.770973550724634,26
41,710.2508734530417,636.9800000000012,782.5750000000014,36.487949103145226,42.15385036430256,41.66336089449711,52.5,27.500000000000004,4.555555555555555,25.761812492753624,55.76181249275362,27
40,712.0826452893677,636.9800000000012,782.5750000000014,36.41872087446758,42.93873670503123,42.39493971980927,56.41025641025641,28.205128205128204,4.444444444444445,26.752651434782607,56.75265143478261,28
40,714.8125452893677,636.9800000000012,800.7739999999969,38.85351442267473,44.452686630249765,43.9683186784569,58.97435897435898,30.76923076923077,4.444444444444445,27.743490376811593,57.74349037681159,29
41,713.8019710140173,636.9800000000012,800.7739999999969,38.90664941143302,48.19777340691174,47.60018678377254,57.49999999999999,32.5,4.555555555555555,28.73432931884058,58.73432931884058,30
