lf_power,hf_power,lf_hf_ratio,lf_norm,hf_norm,ln_hf,lf_peak,hf_peak,n_samples,window_start,window_end,window_number,nn_count
80.39493136734971,164.9144127142223,0.48749487715585466,32.77287771827241,67.22712228172757,5.105426628500687,0.06779661016949153,0.2711864406779661,119,58.367886999999996,88.367887,1,42
76.16983991268282,152.40546611782918,0.49978417344817316,33.32373966176166,66.67626033823834,5.026544509524233,0.13793103448275862,0.27586206896551724,117,59.367886999999996,89.367887,2,42
91.97446583557074,144.07014526148134,0.6384005906889376,38.964865754869756,61.03513424513024,4.970300300843029,0.06896551724137931,0.20689655172413793,116,60.367886999999996,90.367887,3,42
107.7491928382901,134.67314442390105,0.8000792830613329,44.44689134473375,55.55310865526625,4.90285069029385,0.06779661016949153,0.2033898305084746,119,61.367886999999996,91.367887,4,43
96.97447613639658,170.66557860897606,0.5682134436644757,36.233170042001426,63.766829957998574,5.139705961013044,0.06779661016949153,0.2033898305084746,118,62.367886999999996,92.367887,5,43
79.09143722224141,101.24433739091187,0.7811936870786514,43.85787423039281,56.1421257696072,4.617536777419335,0.06896551724137931,0.20689655172413793,117,63.367886999999996,93.367887,6,43
68.87106079677564,92.27705730575717,0.7463508569478273,42.737738180073215,57.262261819926785,4.5247955440428385,0.06896551724137931,0.20689655172413793,117,64.367887,94.367887,7,43
54.149940015939976,92.97066122569811,0.5824411626425255,36.80649722672181,63.19350277327819,4.532283972690491,0.06666666666666667,0.26666666666666666,120,65.367887,95.367887,8,44
38.27144869897914,82.12723929873547,0.4660018895773161,31.787263910804082,68.21273608919593,4.408269743388721,0.06896551724137931,0.20689655172413793,117,66.367887,96.367887,9,43
47.59383195024375,82.2071467876562,0.5789500525201319,36.66677432868005,63.33322567131995,4.409242242171495,0.06666666666666667,0.26666666666666666,120,67.367887,97.367887,10,44
67.63352040917826,79.43126341464588,0.8514722982073037,45.9889299468183,54.0110700531817,4.374892036531961,0.06896551724137931,0.3448275862068966,117,68.367887,98.367887,11,43
