rank,name,accuracy,n_features,status,best_kernel,features,n_samples
139,combo_4feat_048,0.5465909090909091,4,success,rbf,"nn_count, sdsd, rmssd, triangular_index",880
140,combo_4feat_091,0.5465909090909091,4,success,rbf,"nn_mean, nn_min, sdnn, hf_power",880
141,combo_2feat_046,0.5443181818181818,2,success,rbf,"sdnn, hf_power",880
142,combo_2feat_005,0.5420454545454546,2,success,rbf,"nn_max, lf_norm",880
143,combo_3feat_016,0.5420454545454545,3,success,rbf,"nn_max, hf_power, lf_norm",880
144,combo_3feat_038,0.5409090909090909,3,success,rbf,"pnn50, hf_power, ln_hf",880
145,combo_2feat_040,0.5409090909090908,2,success,rbf,"sdsd, pnn50",880
146,combo_2feat_001,0.5397727272727273,2,success,poly,"nn_mean, lf_norm",880
147,combo_2feat_041,0.5397727272727273,2,success,rbf,"nn_min, nn_max",880
148,combo_4feat_085,0.5375,4,success,rbf,"pnn50, triangular_index, hf_norm, hf_peak",880
149,combo_4feat_094,0.5363636363636364,4,success,rbf,"nn_mean, sdsd, hf_power, ln_hf",880
150,combo_3feat_014,0.5352272727272728,3,success,rbf,"nn_count, pnn20, lf_peak",880
151,combo_4feat_069,0.5352272727272727,4,success,rbf,"nn_count, nn_min, pnn50, lf_peak",880
152,combo_2feat_035,0.5340909090909092,2,success,rbf,"nn_max, sdnn",880
153,combo_4feat_012,0.5340909090909091,4,success,rbf,"hf_power, lf_hf_ratio, ln_hf, hf_peak",880
154,combo_4feat_079,0.5340909090909091,4,success,rbf,"nn_count, lf_hf_ratio, hf_norm, hf_peak",880
155,combo_2feat_048,0.5329545454545455,2,success,rbf,"triangular_index, hf_power",880
156,combo_3feat_047,0.5295454545454545,3,success,rbf,"nn_max, sdnn, hf_power",880
157,combo_4feat_055,0.5295454545454545,4,success,rbf,"nn_max, rmssd, lf_hf_ratio, ln_hf",880
158,combo_4feat_063,0.5295454545454545,4,success,rbf,"sdsd, hf_power, lf_hf_ratio, lf_peak",880
159,combo_4feat_040,0.528409090909091,4,success,rbf,"nn_min, sdnn, hf_power, hf_peak",880
160,combo_4feat_037,0.5272727272727271,4,success,rbf,"nn_count, hf_power, lf_norm, hf_peak",880
161,combo_3feat_013,0.5261363636363636,3,success,rbf,"sdsd, pnn50, lf_peak",880
162,combo_3feat_050,0.5261363636363636,3,success,rbf,"nn_min, sdnn, sdsd",880
163,combo_4feat_022,0.5261363636363636,4,success,rbf,"sdnn, sdsd, rmssd, hf_peak",880
164,combo_4feat_026,0.5238636363636363,4,success,rbf,"nn_mean, nn_max, rmssd, hf_power",880
165,combo_2feat_047,0.5204545454545455,2,success,rbf,"nn_count, lf_peak",880
166,combo_2feat_037,0.5181818181818182,2,success,rbf,"nn_min, ln_hf",880
167,combo_4feat_006,0.5181818181818182,4,success,rbf,"nn_mean, sdsd, hf_power, lf_peak",880
168,combo_4feat_027,0.5170454545454547,4,success,rbf,"pnn50, hf_norm, lf_peak, hf_peak",880
169,combo_4feat_054,0.5170454545454545,4,success,rbf,"triangular_index, hf_norm, lf_peak, hf_peak",880
170,combo_3feat_043,0.5170454545454544,3,success,rbf,"nn_min, hf_power, lf_peak",880
171,combo_2feat_023,0.515909090909091,2,success,rbf,"nn_count, nn_min",880
172,combo_4feat_076,0.5159090909090909,4,success,rbf,"nn_max, rmssd, pnn50, hf_peak",880
173,combo_2feat_032,0.5147727272727274,2,success,rbf,"nn_min, lf_norm",880
174,combo_2feat_039,0.5147727272727274,2,success,rbf,"nn_min, hf_norm",880
175,combo_4feat_005,0.5147727272727273,4,success,rbf,"nn_mean, pnn50, triangular_index, lf_peak",880
176,combo_3feat_003,0.5136363636363637,3,success,rbf,"nn_count, nn_min, lf_hf_ratio",880
177,combo_2feat_030,0.5125,2,success,rbf,"triangular_index, ln_hf",880
178,combo_4feat_082,0.5102272727272726,4,success,rbf,"nn_mean, nn_max, hf_power, ln_hf",880
179,combo_2feat_031,0.5079545454545454,2,success,rbf,"rmssd, hf_peak",880
180,combo_3feat_024,0.506818181818182,3,success,rbf,"nn_count, nn_min, hf_norm",880
181,combo_3feat_004,0.5068181818181818,3,success,rbf,"triangular_index, lf_peak, hf_peak",880
182,combo_4feat_095,0.5068181818181817,4,success,rbf,"nn_count, lf_hf_ratio, lf_peak, hf_peak",880
183,combo_4feat_024,0.5045454545454546,4,success,rbf,"nn_count, nn_mean, lf_hf_ratio, lf_peak",880
184,combo_2feat_017,0.5034090909090909,2,success,rbf,"ln_hf, hf_peak",880
185,combo_2feat_045,0.5034090909090909,2,success,rbf,"nn_max, hf_norm",880
186,combo_2feat_029,0.4988636363636364,2,success,rbf,"nn_mean, lf_hf_ratio",880
187,combo_2feat_020,0.49772727272727274,2,success,rbf,"nn_max, lf_hf_ratio",880
188,combo_2feat_050,0.49431818181818193,2,success,rbf,"ln_hf, lf_peak",880
189,combo_3feat_018,0.4943181818181818,3,success,rbf,"nn_count, nn_min, hf_peak",880
190,combo_3feat_040,0.49318181818181817,3,success,rbf,"nn_mean, nn_max, lf_hf_ratio",880
191,combo_3feat_023,0.4875,3,success,rbf,"rmssd, triangular_index, hf_power",880
192,combo_3feat_037,0.4784090909090909,3,success,rbf,"nn_mean, nn_max, lf_peak",880
193,combo_3feat_008,0.47727272727272735,3,success,rbf,"nn_mean, nn_min, triangular_index",880
194,combo_4feat_070,0.47727272727272735,4,success,rbf,"rmssd, hf_power, ln_hf, hf_peak",880
195,combo_2feat_014,0.47727272727272724,2,success,rbf,"nn_max, hf_power",880
196,combo_3feat_020,0.4738636363636363,3,success,rbf,"nn_mean, triangular_index, lf_norm",880
197,combo_2feat_011,0.46931818181818186,2,success,rbf,"nn_count, triangular_index",880
198,combo_4feat_096,0.46818181818181814,4,success,rbf,"nn_max, rmssd, lf_peak, hf_peak",880
199,combo_2feat_015,0.46590909090909094,2,success,rbf,"nn_max, ln_hf",880
200,combo_3feat_012,0.4409090909090909,3,success,rbf,"triangular_index, ln_hf, hf_peak",880
