mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_selector__k,param_svm__C,param_svm__kernel,param_svm__gamma,param_svm__coef0,param_svm__degree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.034159731864929196,0.005451865119289412,0.007368135452270508,0.006890601396268933,6,1.0,rbf,0.01,,,"{'selector__k': 6, 'svm__C': 1, 'svm__gamma': 0.01, 'svm__kernel': 'rbf'}",0.5803571428571429,0.5,0.5,0.5625,0.2857142857142857,0.5803571428571429,0.5982142857142857,0.49107142857142855,0.38392857142857145,0.5446428571428571,0.5026785714285713,0.09373299165443189,40
0.03532652854919434,0.005996610762692355,0.014533185958862304,0.0030757457679972495,12,0.1,rbf,0.01,,,"{'selector__k': 12, 'svm__C': 0.1, 'svm__gamma': 0.01, 'svm__kernel': 'rbf'}",0.5089285714285714,0.5267857142857143,0.5178571428571429,0.5267857142857143,0.35714285714285715,0.5446428571428571,0.6071428571428571,0.48214285714285715,0.4107142857142857,0.5446428571428571,0.5026785714285713,0.06776897467552115,40
0.02197220325469971,0.0018555061270602766,0.0038570880889892576,0.003230266170900252,6,0.1,poly,scale,0.0,3.0,"{'selector__k': 6, 'svm__C': 0.1, 'svm__coef0': 0.0, 'svm__degree': 3, 'svm__gamma': 'scale', 'svm__kernel': 'poly'}",0.5,0.5,0.5357142857142857,0.5,0.45535714285714285,0.5,0.5,0.5,0.45535714285714285,0.5714285714285714,0.5017857142857143,0.03214285714285714,42
0.034909939765930174,0.005314546648675118,0.009642648696899413,0.00698823658909169,4,10.0,rbf,0.01,,,"{'selector__k': 4, 'svm__C': 10, 'svm__gamma': 0.01, 'svm__kernel': 'rbf'}",0.5357142857142857,0.5,0.5,0.6607142857142857,0.2857142857142857,0.5357142857142857,0.5535714285714286,0.49107142857142855,0.4017857142857143,0.5535714285714286,0.5017857142857143,0.09472705149910603,42
0.03204820156097412,0.003705133083730571,0.007558202743530274,0.00821876897712764,4,1.0,rbf,0.01,,,"{'selector__k': 4, 'svm__C': 1, 'svm__gamma': 0.01, 'svm__kernel': 'rbf'}",0.5535714285714286,0.5,0.5,0.6339285714285714,0.2857142857142857,0.5178571428571429,0.6071428571428571,0.49107142857142855,0.375,0.5446428571428571,0.5008928571428571,0.09808839334071724,44
0.028857040405273437,0.009016301546210973,0.0007402420043945313,0.0011528772625329568,6,1.0,linear,,,,"{'selector__k': 6, 'svm__C': 1, 'svm__kernel': 'linear'}",0.5357142857142857,0.5,0.5089285714285714,0.5535714285714286,0.2857142857142857,0.5892857142857143,0.5982142857142857,0.49107142857142855,0.4107142857142857,0.5357142857142857,0.5008928571428571,0.08779560126817754,44
0.060547685623168944,0.005727371087507136,0.0031924724578857424,0.0038664024410185647,22,1.0,linear,,,,"{'selector__k': 22, 'svm__C': 1, 'svm__kernel': 'linear'}",0.49107142857142855,0.5,0.5446428571428571,0.49107142857142855,0.33035714285714285,0.6071428571428571,0.625,0.49107142857142855,0.39285714285714285,0.5267857142857143,0.5000000000000001,0.0838525491562421,46
0.02379608154296875,0.005780379662003337,0.0026398181915283205,0.0031491038247531116,4,0.1,poly,scale,0.0,3.0,"{'selector__k': 4, 'svm__C': 0.1, 'svm__coef0': 0.0, 'svm__degree': 3, 'svm__gamma': 'scale', 'svm__kernel': 'poly'}",0.49107142857142855,0.5,0.5357142857142857,0.5,0.41964285714285715,0.5,0.49107142857142855,0.5089285714285714,0.5089285714285714,0.5446428571428571,0.5,0.031693284552319366,47
0.025026535987854003,0.006199375419549211,0.002898764610290527,0.0037728329568109957,4,1.0,poly,scale,1.0,2.0,"{'selector__k': 4, 'svm__C': 1, 'svm__coef0': 1.0, 'svm__degree': 2, 'svm__gamma': 'scale', 'svm__kernel': 'poly'}",0.49107142857142855,0.5,0.49107142857142855,0.5803571428571429,0.30357142857142855,0.5892857142857143,0.5982142857142857,0.4732142857142857,0.4732142857142857,0.5,0.5,0.08015848459808374,47
0.19854295253753662,0.024629027104450675,0.0040580034255981445,0.004972563313340789,22,10.0,linear,,,,"{'selector__k': 22, 'svm__C': 10, 'svm__kernel': 'linear'}",0.4642857142857143,0.44642857142857145,0.5357142857142857,0.5178571428571429,0.36607142857142855,0.6071428571428571,0.6428571428571429,0.49107142857142855,0.38392857142857145,0.5446428571428571,0.4999999999999999,0.08432656395083997,49
