mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svm__C,param_svm__kernel,param_svm__gamma,param_svm__coef0,param_svm__degree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.9407888889312744,0.16112085000304482,0.028172922134399415,0.008969256266055797,1000.0,rbf,0.1,,,"{'svm__C': 1000, 'svm__gamma': 0.1, 'svm__kernel': 'rbf'}",0.5625,0.5803571428571429,0.5357142857142857,0.5,0.5267857142857143,0.6696428571428571,0.5892857142857143,0.5803571428571429,0.5982142857142857,0.5357142857142857,0.5678571428571428,0.04521067464704343,1
8.00738229751587,1.0804783399854958,0.010115885734558105,0.006077283451487659,10.0,poly,auto,2.0,5.0,"{'svm__C': 10, 'svm__coef0': 2.0, 'svm__degree': 5, 'svm__gamma': 'auto', 'svm__kernel': 'poly'}",0.5357142857142857,0.5625,0.5535714285714286,0.49107142857142855,0.5446428571428571,0.6696428571428571,0.625,0.49107142857142855,0.6428571428571429,0.5625,0.5678571428571428,0.057337836992865446,1
7.861031794548035,1.4650774127844002,0.00901343822479248,0.007360126536295362,10.0,poly,scale,2.0,5.0,"{'svm__C': 10, 'svm__coef0': 2.0, 'svm__degree': 5, 'svm__gamma': 'scale', 'svm__kernel': 'poly'}",0.5357142857142857,0.5625,0.5535714285714286,0.49107142857142855,0.5446428571428571,0.6696428571428571,0.625,0.49107142857142855,0.6428571428571429,0.5625,0.5678571428571428,0.057337836992865446,1
6.184241127967835,1.5328612105016446,0.005771517753601074,0.0011791853260444752,100.0,poly,auto,0.5,5.0,"{'svm__C': 100, 'svm__coef0': 0.5, 'svm__degree': 5, 'svm__gamma': 'auto', 'svm__kernel': 'poly'}",0.4732142857142857,0.5625,0.5892857142857143,0.5178571428571429,0.5714285714285714,0.6160714285714286,0.6071428571428571,0.5803571428571429,0.5982142857142857,0.5446428571428571,0.5660714285714284,0.041726148019814,4
6.542857575416565,2.2997435648003806,0.005635595321655274,0.0012021754232575332,100.0,poly,scale,0.5,5.0,"{'svm__C': 100, 'svm__coef0': 0.5, 'svm__degree': 5, 'svm__gamma': 'scale', 'svm__kernel': 'poly'}",0.4732142857142857,0.5625,0.5892857142857143,0.5178571428571429,0.5714285714285714,0.6160714285714286,0.6071428571428571,0.5803571428571429,0.5982142857142857,0.5446428571428571,0.5660714285714284,0.041726148019814,4
0.46098623275756834,0.13595514974626022,0.006807112693786621,0.002493434174850859,100.0,poly,0.1,0.5,5.0,"{'svm__C': 100, 'svm__coef0': 0.5, 'svm__degree': 5, 'svm__gamma': 0.1, 'svm__kernel': 'poly'}",0.5446428571428571,0.5892857142857143,0.5714285714285714,0.44642857142857145,0.5178571428571429,0.6339285714285714,0.6607142857142857,0.5535714285714286,0.5892857142857143,0.5267857142857143,0.5633928571428573,0.05778793259030143,6
1.8737114429473878,0.39266180429002245,0.007957839965820312,0.0027332991211606083,10.0,poly,auto,1.0,5.0,"{'svm__C': 10, 'svm__coef0': 1.0, 'svm__degree': 5, 'svm__gamma': 'auto', 'svm__kernel': 'poly'}",0.5446428571428571,0.5535714285714286,0.5535714285714286,0.4732142857142857,0.5267857142857143,0.6696428571428571,0.6160714285714286,0.5357142857142857,0.6160714285714286,0.5446428571428571,0.5633928571428571,0.052890011498642454,7
2.0043805122375487,0.38554527727482735,0.007688093185424805,0.002757761743165603,10.0,poly,scale,1.0,5.0,"{'svm__C': 10, 'svm__coef0': 1.0, 'svm__degree': 5, 'svm__gamma': 'scale', 'svm__kernel': 'poly'}",0.5446428571428571,0.5535714285714286,0.5535714285714286,0.4732142857142857,0.5267857142857143,0.6696428571428571,0.6160714285714286,0.5357142857142857,0.6160714285714286,0.5446428571428571,0.5633928571428571,0.052890011498642454,7
18.30862991809845,4.8029011454079455,0.006059765815734863,0.0010786677487797708,100.0,poly,auto,1.0,5.0,"{'svm__C': 100, 'svm__coef0': 1.0, 'svm__degree': 5, 'svm__gamma': 'auto', 'svm__kernel': 'poly'}",0.4642857142857143,0.5625,0.5803571428571429,0.5178571428571429,0.5714285714285714,0.6607142857142857,0.5803571428571429,0.5178571428571429,0.625,0.5357142857142857,0.5616071428571429,0.05348952071696485,9
21.29488911628723,6.142345199453842,0.005897974967956543,0.0009163932533124455,100.0,poly,scale,1.0,5.0,"{'svm__C': 100, 'svm__coef0': 1.0, 'svm__degree': 5, 'svm__gamma': 'scale', 'svm__kernel': 'poly'}",0.4642857142857143,0.5625,0.5803571428571429,0.5178571428571429,0.5714285714285714,0.6607142857142857,0.5803571428571429,0.5178571428571429,0.625,0.5357142857142857,0.5616071428571429,0.05348952071696485,9
0.7735335826873779,0.15197703070670293,0.007192039489746093,0.0013978926493598116,10.0,poly,auto,0.5,5.0,"{'svm__C': 10, 'svm__coef0': 0.5, 'svm__degree': 5, 'svm__gamma': 'auto', 'svm__kernel': 'poly'}",0.5535714285714286,0.5803571428571429,0.5357142857142857,0.4732142857142857,0.5178571428571429,0.6428571428571429,0.6160714285714286,0.5446428571428571,0.5892857142857143,0.5357142857142857,0.5589285714285714,0.046940855100339,11
