mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svm__C,param_svm__gamma,param_svm__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.12082579135894775,0.026362923055817784,0.01051943302154541,0.005268091212666366,1000,0.1,rbf,"{'svm__C': 1000, 'svm__gamma': 0.1, 'svm__kernel': 'rbf'}",0.5982142857142857,0.4375,0.5178571428571429,0.5089285714285714,0.42857142857142855,0.625,0.5,0.5892857142857143,0.41964285714285715,0.5,0.5125,0.06895262348681366,1
