mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svm__C,param_svm__kernel,param_svm__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.048366761207580565,0.007170684028174304,0.008813023567199707,0.0009075561364470868,10.0,rbf,1,"{'svm__C': 10, 'svm__gamma': 1, 'svm__kernel': 'rbf'}",0.7954545454545454,0.5113636363636364,0.5113636363636364,0.4318181818181818,0.7727272727272727,0.6931818181818182,0.6818181818181818,0.7613636363636364,0.6704545454545454,0.6022727272727273,0.6431818181818183,0.11822551639672682,1
0.044451236724853516,0.005920862845245405,0.01759166717529297,0.008739347699617093,0.1,rbf,scale,"{'svm__C': 0.1, 'svm__gamma': 'scale', 'svm__kernel': 'rbf'}",0.6590909090909091,0.5,0.5227272727272727,0.45454545454545453,0.4659090909090909,0.625,0.6590909090909091,0.8181818181818182,0.5909090909090909,0.9090909090909091,0.6204545454545455,0.14204090901817948,2
0.08259820938110352,0.010693775922596762,0.007009315490722656,0.001012405640732264,100.0,rbf,1,"{'svm__C': 100, 'svm__gamma': 1, 'svm__kernel': 'rbf'}",0.6931818181818182,0.5113636363636364,0.5,0.36363636363636365,0.7159090909090909,0.6818181818181818,0.6704545454545454,0.75,0.5909090909090909,0.6363636363636364,0.6113636363636364,0.11406736446663276,3
0.058318042755126955,0.022533973820630656,0.014733576774597168,0.0037216210391100555,0.1,rbf,0.1,"{'svm__C': 0.1, 'svm__gamma': 0.1, 'svm__kernel': 'rbf'}",0.6363636363636364,0.5,0.5568181818181818,0.4772727272727273,0.45454545454545453,0.6022727272727273,0.6704545454545454,0.7159090909090909,0.5795454545454546,0.8977272727272727,0.6090909090909091,0.1249173280332845,4
0.047151732444763186,0.004002515180659813,0.014979815483093262,0.003775459374092061,10.0,rbf,0.01,"{'svm__C': 10, 'svm__gamma': 0.01, 'svm__kernel': 'rbf'}",0.6590909090909091,0.5,0.5568181818181818,0.5,0.5568181818181818,0.6704545454545454,0.6477272727272727,0.6818181818181818,0.4431818181818182,0.8636363636363636,0.6079545454545454,0.11602601054921668,5
0.09477720260620118,0.012616866763912254,0.011381077766418456,0.00439618749306118,100.0,rbf,scale,"{'svm__C': 100, 'svm__gamma': 'scale', 'svm__kernel': 'rbf'}",0.8181818181818182,0.5681818181818182,0.5,0.4431818181818182,0.6477272727272727,0.8181818181818182,0.6590909090909091,0.5,0.5,0.6136363636363636,0.6068181818181818,0.12502065944977336,6
0.04747931957244873,0.011976291300174736,0.013186311721801758,0.0019460950429340629,1.0,rbf,1,"{'svm__C': 1, 'svm__gamma': 1, 'svm__kernel': 'rbf'}",0.7159090909090909,0.4659090909090909,0.5340909090909091,0.4431818181818182,0.5909090909090909,0.7840909090909091,0.6818181818181818,0.7613636363636364,0.4772727272727273,0.5909090909090909,0.6045454545454546,0.11916115208107572,7
0.0642822265625,0.024474151002148743,0.017893600463867187,0.012628726769104794,100.0,rbf,0.01,"{'svm__C': 100, 'svm__gamma': 0.01, 'svm__kernel': 'rbf'}",0.7386363636363636,0.5113636363636364,0.5568181818181818,0.42045454545454547,0.5340909090909091,0.6931818181818182,0.625,0.7840909090909091,0.42045454545454547,0.7272727272727273,0.6011363636363638,0.12535589830426577,8
0.047598862648010255,0.010939007783328734,0.02109990119934082,0.01104114179921911,1.0,rbf,0.1,"{'svm__C': 1, 'svm__gamma': 0.1, 'svm__kernel': 'rbf'}",0.7272727272727273,0.5,0.4772727272727273,0.42045454545454547,0.5454545454545454,0.6704545454545454,0.5795454545454546,0.7840909090909091,0.4431818181818182,0.8068181818181818,0.5954545454545455,0.13524159588010762,9
0.04712181091308594,0.007126310444996193,0.014855909347534179,0.008627174860801437,1.0,rbf,scale,"{'svm__C': 1, 'svm__gamma': 'scale', 'svm__kernel': 'rbf'}",0.7727272727272727,0.5227272727272727,0.5227272727272727,0.3977272727272727,0.5681818181818182,0.6590909090909091,0.5909090909090909,0.7727272727272727,0.36363636363636365,0.7159090909090909,0.5886363636363636,0.13606026860996148,10
