loso_accuracy,losocv_standard_deviation,auc,f1_score,best_cv_score,selected_features,best_params,confusion_matrix
0.6431818181818182,0.12462063645441322,0.6445144628099173,0.647191011235955,0.6431818181818183,"sd1_sd2_ratio, lf_power, nn_min, dfa, sd2","{'C': 10, 'gamma': 1, 'kernel': 'rbf'}","[[278 162]
 [152 288]]"
