subject,accuracy,n_samples
bayu,0.5803571428571429,112
desta,0.49107142857142855,112
dewi,0.5178571428571429,112
esty,0.5357142857142857,112
hilmi,0.5089285714285714,112
irsyad,0.49107142857142855,112
jovita,0.5803571428571429,112
nathan,0.5446428571428571,112
prayogi,0.6785714285714286,112
rizqi,0.6696428571428571,112
