nn_count,nn_mean,nn_min,nn_max,sdnn,sdsd,rmssd,pnn20,pnn50,triangular_index,window_start,window_end,window_number
44,675.7068409090908,620.5379999999998,748.2970000000009,26.253997936919642,26.116508702534396,25.811041952063718,16.27906976744186,9.30232558139535,3.142857142857143,0.0,30.0,1
44,675.2920454545455,620.5379999999998,748.2970000000009,26.404450215961578,26.116508702534386,25.811041952063704,16.27906976744186,9.30232558139535,2.933333333333333,1.0025604782608695,31.002560478260868,2
45,675.6976222222222,620.5379999999998,748.2970000000009,25.954016066259992,25.957278718927782,25.663966659590525,15.909090909090908,9.090909090909092,3.2142857142857144,2.005120956521739,32.005120956521736,3
44,675.7068409090908,620.5379999999998,748.2970000000009,25.957261621386092,25.653358076245485,25.356861427272296,13.953488372093023,9.30232558139535,3.3846153846153846,3.0076814347826084,33.00768143478261,4
45,675.2920222222222,620.5379999999998,748.2970000000009,25.811004575646606,26.095950589653512,25.811036718815586,15.909090909090908,9.090909090909092,3.2142857142857144,4.010241913043478,34.01024191304348,5
44,675.2920227272726,620.5379999999998,748.2970000000009,26.109407605518516,26.716956060578905,26.404466292392506,18.6046511627907,9.30232558139535,3.142857142857143,5.012802391304348,35.01280239130435,6
45,675.6976222222222,620.5379999999998,748.2970000000009,26.244097302830138,26.520924936797027,26.247334554718556,18.181818181818183,9.090909090909092,3.2142857142857144,6.015362869565217,36.015362869565216,7
44,676.1216363636363,620.5379999999998,748.2970000000009,26.391126097647206,27.15524927444622,26.840989194766006,20.930232558139537,9.30232558139535,3.3846153846153846,7.017923347826086,37.017923347826084,8
45,675.697622222222,620.5379999999998,748.2970000000009,25.954032048192406,26.683103011839496,26.391185313903268,20.454545454545457,9.090909090909092,3.4615384615384617,8.020483826086956,38.02048382608696,9
44,675.7068409090908,620.5379999999998,748.2970000000009,25.657110183614225,25.796819284565142,25.509220007585817,18.6046511627907,6.976744186046512,3.6666666666666665,9.023044304347826,39.02304430434783,10
44,676.1216363636363,620.5379999999998,748.2970000000009,25.495344797233642,25.79681928456527,25.509220007585938,18.6046511627907,6.976744186046512,3.3846153846153846,10.025604782608696,40.025604782608696,11
44,679.8934154026729,620.5379999999998,748.2970000000009,27.353291674096795,26.781673543646264,26.553370583516987,23.25581395348837,6.976744186046512,3.3846153846153846,11.028165260869564,41.028165260869564,12
44,680.3082108572183,620.5379999999998,748.2970000000009,27.136211117800833,29.130448633388784,28.792858476179696,25.581395348837212,9.30232558139535,3.142857142857143,12.030725739130434,42.03072573913043,13
44,680.3082108572185,620.5379999999998,748.2970000000009,27.136211117800798,29.13047846797195,28.792887958604528,25.581395348837212,9.30232558139535,3.142857142857143,13.033286217391304,43.03328621739131,14
44,680.3082108572183,620.5379999999998,748.2970000000009,27.1362111178008,29.269440455329928,28.92709604146434,25.581395348837212,9.30232558139535,3.142857142857143,14.035846695652172,44.03584669565217,15
44,679.893415402673,620.5379999999998,748.2970000000009,27.63504192504346,29.130478467971923,28.7928879586045,25.581395348837212,9.30232558139535,3.142857142857143,15.038407173913042,45.03840717391304,16
44,680.3082108572185,620.5379999999998,748.2970000000009,27.420192023772447,29.5391604782292,29.193661335687185,27.906976744186046,9.30232558139535,2.933333333333333,16.04096765217391,46.04096765217391,17
44,679.0638017663094,620.5379999999998,748.2970000000009,28.315919127648694,28.580750920882664,28.24965036328597,25.581395348837212,6.976744186046512,3.3846153846153846,17.04352813043478,47.04352813043478,18
43,681.2737506445956,638.7890000000027,748.2970000000009,26.382712681122513,29.206640423638518,28.860119363702097,28.57142857142857,7.142857142857142,3.0714285714285716,18.04608860869565,48.046088608695655,19
44,680.7230063117639,638.7890000000027,748.2970000000009,26.3288136207749,28.997196731449236,28.658036564246057,27.906976744186046,6.976744186046512,3.142857142857143,19.04864908695652,49.048649086956516,20
45,679.791161727058,638.7890000000027,748.2970000000009,26.768017857401347,25.272674410461416,25.06977174437339,25.0,4.545454545454546,3.2142857142857144,20.05120956521739,50.05120956521739,21
44,676.9898244935821,638.7890000000027,748.2970000000009,24.581249741735096,25.000726003411163,24.741098011419663,23.25581395348837,4.651162790697675,3.142857142857143,21.05377004347826,51.05377004347826,22
45,675.735361727058,638.7890000000027,748.2970000000009,23.884627610356162,24.73753977775946,24.45833331907128,22.727272727272727,4.545454545454546,3.0,22.056330521739127,52.05633052173913,23
44,674.0862108572184,638.7890000000027,748.2970000000009,23.483472419932,24.860142066351905,24.584031270488094,23.25581395348837,4.651162790697675,2.933333333333333,23.058891,53.058891,24
45,672.896272838169,638.7890000000027,748.2970000000009,23.60586619849532,25.15052004502639,24.918377001384528,25.0,4.545454545454546,2.8125,24.061451478260867,54.061451478260864,25
44,671.5974381299457,638.7890000000027,748.2970000000009,23.54758303727648,23.88401865677238,23.61992287556947,23.25581395348837,2.3255813953488373,2.75,25.064011956521735,55.06401195652174,26
45,671.273961727058,638.7890000000027,748.2970000000009,23.379378006820524,24.252473770967793,23.989641959820773,25.0,2.272727272727273,2.8125,26.066572434782607,56.06657243478261,27
44,670.7678472208546,638.7890000000027,748.2970000000009,23.398972922433003,25.03028722632356,24.741166635959274,27.906976744186046,2.3255813953488373,2.75,27.069132913043475,57.069132913043475,28
45,670.0572061715023,638.7890000000027,748.2970000000009,22.29859164146966,24.737591253937357,24.45838419961207,27.27272727272727,2.272727272727273,2.5,28.071693391304343,58.07169339130434,29
45,670.0572061715023,638.7890000000027,748.2970000000009,22.29859164146966,24.73759125393742,24.45838419961213,27.27272727272727,2.272727272727273,2.5,29.074253869565215,59.07425386956521,30
