stft_lf_power,stft_hf_power,stft_lf_hf_ratio,wt_lf_power,wt_hf_power,wt_lf_hf_ratio,sd1,sd2,sd1_sd2_ratio,apen,sampen,mse,dfa,cd,window_start,window_end,window_number,nn_count
809.7227065978472,299.8736399478903,2.7002130187620104,35077.234085905795,53696.137113548655,0.6532543302272026,28.114598944077528,69.90122491106845,0.4022046677411471,0.18290260892338717,1.5522794985941517,1.5522794985941517,0.749666682508887,0.011616821692054167,0.0,30.0,1,37
913.6831291916918,307.7888746691987,2.96853851570822,42638.236575554845,51721.19233268796,0.8243861877986733,27.381859172848163,77.64797800318789,0.3526409814328658,0.16916167847946673,0.9755521959108825,0.9755521959108825,0.7496666825088875,0.011583898182244177,0.9876809275362317,30.987680927536232,2,39
1066.9428391700094,237.9946842332701,4.483053235253845,39378.58478816352,37585.26509842524,1.0477133707859079,26.026880464254184,81.58885492983961,0.31900043803097095,0.17397295005957725,0.833235973730627,0.833235973730627,1.095874028058737,0.011576600645460686,1.9753618550724634,31.975361855072464,3,39
1343.1107908824702,266.71022922528823,5.035842812378957,46580.76088360855,36196.37494196759,1.2868902192077805,24.445164379987837,89.16592232596636,0.2741536647586219,0.18220081703652058,0.6892936112439554,0.6892936112439554,1.3432483741858767,0.006064180610628535,2.963042782608695,32.963042782608696,4,40
1012.2892845453737,155.31673579203013,6.5175802164401535,20231.21563858082,25800.31114991141,0.7841461880448075,23.528249386797157,84.88631167351846,0.2771736563901787,0.17319157574331134,0.7568629949460529,0.7568629949460529,1.1127505760469827,0.07398601841048229,3.950723710144927,33.95072371014493,5,39
867.5259787541748,121.7251433455375,7.126925094023391,23955.348690991166,24386.645621045387,0.9823142166919487,23.382640078639543,84.20446616566218,0.2776888345786804,0.16893049958780315,0.7582864827309067,0.7582864827309067,1.0289639998708153,0.07849640580764133,4.938404637681159,34.93840463768116,6,40
836.8609077283941,130.599439977577,6.407844534463537,36355.014070600846,21167.408734730714,1.7174995071991823,23.566445589377857,79.96973085048445,0.2946920708097916,0.2115184079321084,0.8931683144533008,0.8931683144533008,1.3125289570290188,0.06797283046643711,5.92608556521739,35.92608556521739,7,41
796.7227123713017,86.5661984530638,9.203623660466603,41426.96794388453,19494.200509066595,2.1250919177011607,23.87899845287122,76.08668097531968,0.3138394018984543,0.2579388840209811,0.9971783910132558,0.9971783910132558,1.6872300725228095,0.05925864542785671,6.913766492753622,36.91376649275362,8,40
954.6056571936784,121.52912548082608,7.854953726839244,55212.245756905046,20591.577912690802,2.6813023261733795,25.936388302774358,75.16218448655161,0.34507230566142344,0.2651241461304279,1.1000357764529634,1.0081632541635592,1.4679814816629912,0.04622036301723018,7.901447420289854,37.901447420289855,9,40
991.4149167821884,170.6203360265947,5.810649186446036,45442.01575474594,23339.874013477023,1.946969196512677,29.569664098717315,73.88935820029099,0.40018840080544893,0.22807604408194893,0.9444616088408514,0.9444616088408514,1.7195225157486358,0.06781655243990571,8.889128347826086,38.88912834782609,10,39
