lf_power,hf_power,lf_hf_ratio,lf_norm,hf_norm,ln_hf,lf_peak,hf_peak,n_samples,window_start,window_end,window_number,nn_count
1222.4491208812951,505.4338471280611,2.4186134898313703,70.74837494866004,29.251625051339946,6.225417163681288,0.14035087719298245,0.21052631578947367,115,59.07650199999999,89.07650199999999,1,36
1186.576850731345,534.1890212809726,2.2212677600261457,68.9563217187545,31.0436782812455,6.28074974876301,0.13793103448275862,0.20689655172413793,117,60.07650199999999,90.07650199999999,2,37
1167.0280082407235,567.7895288310694,2.0553883947865854,67.2709367586032,32.7290632413968,6.341750802218715,0.13793103448275862,0.20689655172413793,117,61.07650199999999,91.07650199999999,3,37
1242.4139511108513,603.3168097087998,2.0593060413989153,67.31284851963571,32.6871514803643,6.402442447993741,0.13793103448275862,0.20689655172413793,117,62.07650199999999,92.07650199999999,4,37
1150.2341699606425,637.606505325499,1.8039875069553224,64.33650301509944,35.66349698490057,6.4577213302556675,0.13559322033898305,0.2033898305084746,119,63.07650199999999,93.07650199999999,5,38
890.4588043905865,604.5999827365613,1.4728065329412698,59.560119779748646,40.439880220251354,6.40456705379187,0.13559322033898305,0.2033898305084746,119,64.07650199999999,94.07650199999999,6,38
1161.44989850664,566.6968540468174,2.0495082868603456,67.20782808465292,32.792171915347076,6.339824511804628,0.13559322033898305,0.2033898305084746,118,65.07650199999999,95.07650199999999,7,38
1425.3652465949824,557.1810723678489,2.5581724098013896,71.89568450237581,28.10431549762419,6.322890272139612,0.13559322033898305,0.2033898305084746,118,66.07650199999999,96.07650199999999,8,38
1082.636772499165,433.0917138488344,2.4997863913809417,71.42682757831341,28.573172421686603,6.070949515848305,0.13793103448275862,0.20689655172413793,117,67.07650199999999,97.07650199999999,9,38
1037.800499527686,452.5918225048925,2.2930164619058435,69.63270571015468,30.367294289845336,6.114990665216708,0.13793103448275862,0.20689655172413793,117,68.07650199999999,98.07650199999999,10,38
1543.0536627241854,718.9301836754418,2.146319208404235,68.21682945173308,31.78317054826693,6.577764251025039,0.14035087719298245,0.21052631578947367,114,69.07650199999999,99.07650199999999,11,37
