lf_power,hf_power,lf_hf_ratio,lf_norm,hf_norm,ln_hf,lf_peak,hf_peak,n_samples,window_start,window_end,window_number,nn_count
952.8469709899483,360.9550506737606,2.6397939832435067,72.52591754907853,27.474082450921472,5.8887534372113635,0.06896551724137931,0.20689655172413793,117,58.336544,88.336544,1,37
863.9526223001355,371.804735324283,2.3236729934238407,69.91280423860645,30.087195761393552,5.9183688114200175,0.06896551724137931,0.20689655172413793,117,59.336544,89.336544,2,38
716.8268978415995,420.1227180495194,1.7062321722795002,63.04825542157069,36.95174457842931,6.040546854431636,0.07142857142857142,0.21428571428571427,113,60.336544,90.336544,3,38
710.3829462467185,429.38004303207106,1.6544386675038338,62.32725162414944,37.67274837585057,6.062342407960499,0.06896551724137931,0.20689655172413793,116,61.336544,91.336544,4,39
773.6563131838083,443.21398397895064,1.7455593486430951,63.57754930723978,36.422450692760215,6.094052687234387,0.06896551724137931,0.20689655172413793,117,62.336544,92.336544,5,39
1050.506491216189,486.84050581155043,2.157804206256466,68.3324254867123,31.66757451328771,6.187936565974575,0.06779661016949153,0.2033898305084746,119,63.336544,93.336544,6,40
1091.5030664983517,450.84052855504626,2.4210402511873608,70.7691249860938,29.230875013906193,6.111113681751521,0.13793103448275862,0.20689655172413793,117,64.336544,94.336544,7,40
1100.073894248559,419.3135238272371,2.6235116010753914,72.40246175275888,27.59753824724111,6.0386189070008225,0.06896551724137931,0.20689655172413793,116,65.336544,95.336544,8,40
1267.543606973713,369.87033270659373,3.426994529943051,77.41131159669935,22.58868840330065,5.913152492071225,0.06779661016949153,0.2033898305084746,118,66.336544,96.336544,9,40
828.7861401129534,318.04517914294865,2.6058754996580125,72.26748399674803,27.732516003251963,5.762193445465364,0.07142857142857142,0.21428571428571427,112,67.336544,97.336544,10,38
549.8957475388054,274.00366662421595,2.0068919307308515,66.74306815686118,33.25693184313881,5.613141488138738,0.06896551724137931,0.20689655172413793,116,68.336544,98.336544,11,38
