lf_power,hf_power,lf_hf_ratio,lf_norm,hf_norm,ln_hf,lf_peak,hf_peak,n_samples,window_start,window_end,window_number,nn_count
100.16619305022877,42.4160841711211,2.361514387941231,70.25150320381485,29.748496796185155,3.7475276339638137,0.06779661016949153,0.2033898305084746,118,58.321327,88.321327,1,47
125.59748272115287,50.235332513567315,2.5001821713279617,71.43005846405411,28.56994153594589,3.9167186140536594,0.06896551724137931,0.20689655172413793,116,59.321327,89.321327,2,47
114.39214576247822,58.146660640684836,1.9673037884214934,66.29937238303576,33.70062761696424,4.062968450672275,0.13793103448275862,0.20689655172413793,117,60.321327,90.321327,3,48
119.36960142554199,63.2588607785966,1.8870020730112524,65.36199231208164,34.63800768791836,4.147235209156962,0.13793103448275862,0.20689655172413793,117,61.321327,91.321327,4,48
170.96812850463633,69.87140821926778,2.4468968475361295,70.9883978479133,29.01160215208669,4.246656527209797,0.06896551724137931,0.20689655172413793,117,62.321327,92.321327,5,48
202.12855731348384,89.83425368758216,2.250016547323131,69.23092589101898,30.76907410898101,4.497966346759246,0.06779661016949153,0.2033898305084746,119,63.321327,93.321327,6,49
210.0068152060752,103.15480754892836,2.035841277746215,67.06020148911104,32.939798510888956,4.636230845788694,0.06896551724137931,0.20689655172413793,116,64.321327,94.321327,7,48
118.99963897324936,27.911748321822426,4.263424762977355,81.00096334550186,18.99903665449815,3.3290476869988233,0.06779661016949153,0.2033898305084746,118,65.321327,95.321327,8,49
157.6674673689232,174.13632334726532,0.9054254984728277,47.51828393177869,52.48171606822131,5.159838459977085,0.06896551724137931,0.27586206896551724,117,66.321327,96.321327,9,49
135.37274257723553,194.53853818638714,0.6958659391566676,41.03307479025805,58.96692520974194,5.270630283207177,0.06896551724137931,0.27586206896551724,117,67.321327,97.321327,10,49
107.20956041813979,210.63334956523903,0.5089866378682545,33.73036083257171,66.26963916742828,5.350118942173675,0.13793103448275862,0.27586206896551724,117,68.321327,98.321327,11,49
