nn_count,nn_mean,nn_min,nn_max,sdnn,sdsd,rmssd,pnn20,pnn50,triangular_index,window_start,window_end,window_number
40,595.7555127693439,509.49099999999703,655.0590000000085,33.010084695207006,25.309977549151384,24.99292076527374,17.94871794871795,7.6923076923076925,4.0,58.677429000000004,88.677429,1
41,594.4396575805996,509.49099999999703,655.0590000000085,33.4920918871187,25.010346767849306,24.701168554383415,17.5,7.5,4.1,59.677429000000004,89.677429,2
41,594.0378341916211,509.49099999999703,655.0590000000085,33.7606058015217,24.941731216759784,24.638218796260666,17.5,7.5,4.1,60.677429000000004,90.677429,3
43,593.9138884152663,509.49099999999703,655.0590000000085,33.485820427701135,25.778226093766804,25.47712454905453,19.047619047619047,9.523809523809524,4.3,61.677429000000004,91.677429,4
43,597.7003374846125,509.49099999999703,691.4519999999982,37.91755025922155,28.548272604226348,28.242262802540363,23.809523809523807,11.904761904761903,4.3,62.677429000000004,92.677429,5
42,598.1152241204275,509.49099999999703,691.4519999999982,38.537275699315195,29.604823222449344,29.245708660826864,26.82926829268293,12.195121951219512,5.25,63.677429000000004,93.677429,6
43,596.900521233906,509.49099999999703,691.4519999999982,38.49253709069057,29.97611657912025,29.629780294771134,28.57142857142857,11.904761904761903,6.142857142857143,64.677429,94.677429,7
44,597.3952139331356,509.49099999999703,691.4519999999982,39.374915920833594,32.7620804844187,32.403762117675235,30.23255813953488,13.953488372093023,7.333333333333333,65.677429,95.677429,8
44,596.98166847859,509.49099999999703,691.4519999999982,39.43736502902217,34.654750983005954,34.25203237198468,32.55813953488372,16.27906976744186,8.8,66.677429,96.677429,9
45,597.4635869568436,509.49099999999703,691.4519999999982,39.12043096689361,34.8094847133123,34.41164896523698,34.090909090909086,15.909090909090908,9.0,67.677429,97.677429,10
44,598.6358730240445,509.49099999999703,691.4519999999982,40.51317114892815,36.1885595250013,35.78418813042659,37.2093023255814,18.6046511627907,8.8,68.677429,98.677429,11
