nn_count,nn_mean,nn_min,nn_max,sdnn,sdsd,rmssd,pnn20,pnn50,triangular_index,window_start,window_end,window_number
46,661.6714299993365,620.8820000000017,712.1890000000093,23.24231757901215,25.796943073490386,25.521608641239244,20.0,8.88888888888889,3.2857142857142856,58.720307000000005,88.720307,1
45,662.9836617770997,620.8820000000017,712.1890000000093,23.715377180659868,26.074277087513938,25.79434956113107,20.454545454545457,9.090909090909092,3.4615384615384617,59.720307000000005,89.720307,2
46,662.1979442733985,620.8820000000017,712.1890000000093,23.907978754550214,27.013784913592776,26.71194932316036,22.22222222222222,11.11111111111111,3.5384615384615383,60.720307000000005,90.720307,3
45,662.9347677219179,620.8820000000017,712.1890000000093,23.6499322526545,27.256774626171467,26.94845474151146,22.727272727272727,11.363636363636363,3.4615384615384617,61.720307000000005,91.720307,4
46,662.814555380137,620.8830000000063,712.1890000000093,23.081015683966267,26.8074551740712,26.50792113397755,22.22222222222222,11.11111111111111,3.2857142857142856,62.720307000000005,92.720307,5
45,663.7463677219179,620.8830000000063,712.1890000000093,22.784862593470603,27.11739390691082,26.807470655258918,22.727272727272727,11.363636363636363,3.2142857142857144,63.720307000000005,93.720307,6
45,662.9347677219178,620.8829999999921,712.1890000000093,23.64993225265475,26.655256839544045,26.38001370228172,20.454545454545457,11.363636363636363,3.4615384615384617,64.720307,94.720307,7
46,660.8296423366586,620.8820000000088,712.1890000000093,24.846595893776104,26.18455326220332,25.942810936122726,20.0,11.11111111111111,3.5384615384615383,65.720307,95.720307,8
46,659.2416858149197,620.8820000000088,712.1890000000093,25.017868598284814,26.18455257613402,25.94281093643838,20.0,11.11111111111111,3.5384615384615383,66.720307,96.720307,9
46,656.8598056588474,620.8820000000088,712.1890000000093,24.482570139358536,24.427589683748828,24.16827825271706,20.0,8.88888888888889,3.2857142857142856,67.720307,97.720307,10
46,657.2567621805866,620.8820000000088,712.1890000000093,24.03013712428611,23.96828501361665,23.7039483441211,17.77777777777778,8.88888888888889,3.2857142857142856,68.720307,98.720307,11
